gene_id,transcript_id,class,split,prob_pos,pred,utr3_au_content,rrach_count,rrach_per_kb,mrna_length,cds_length,utr3_length,idr_percent,rmsf_mean,rmsf_nterm50,rmsf_nterm_cterm_ratio,di_CG,di_UA,mfe_per_nt,confidence,class_label
AT1G74100,AT1G74100.1,1,train,0.80767,1,0.6597,19,14.07407,1350,1014,144,5.62,2.3552,5.6758,2.65076,0.03558,0.04893,-0.27393,High (≥0.75),P-body enriched
AT1G74210,AT1G74210.1,0,train,0.30892,0,0.7115,31,21.87721,1417,1176,156,4.34,7.1165,16.4984,1.52464,0.02189,0.06427,-0.24121,Low (<0.55),Not enriched
AT1G74280,AT1G74280.1,0,test,0.53616,1,0.7101,17,11.54891,1472,1116,238,11.29,4.6445,9.56,2.15165,0.03739,0.0571,-0.27086,Low (<0.55),Not enriched
AT1G74450,AT1G74450.1,0,val,0.60649,1,0.6943,21,11.48796,1828,1191,350,27.71,4.8888,13.1738,4.0142,0.03394,0.04543,-0.27467,Medium (0.55–0.75),Not enriched
AT1G74640,AT1G74640.1,1,train,0.92025,1,0.6471,20,12.46883,1604,1110,204,0.0,12.4778,27.1205,2.5384,0.03119,0.05303,-0.26397,High (≥0.75),P-body enriched
AT1G74930,AT1G74930.1,0,val,0.42605,0,0.6724,17,14.07285,1208,585,232,32.31,16.8231,14.6946,0.62347,0.05551,0.04474,-0.24934,Low (<0.55),Not enriched
AT1G75100,AT1G75100.1,1,train,0.92491,1,0.6386,44,16.77469,2623,1953,368,77.57,64.4397,76.3314,1.95859,0.02975,0.0492,-0.26843,High (≥0.75),P-body enriched
AT1G75190,AT1G75190.1,1,train,0.67644,1,0.7098,17,14.80836,1148,393,379,100.0,24.2666,26.2348,1.07135,0.0279,0.07585,-0.23458,Medium (0.55–0.75),P-body enriched
AT1G75830,AT1G75830.1,0,train,0.12106,0,0.7014,7,16.09195,435,240,144,11.25,3.785,4.1853,1.28171,0.02995,0.08756,-0.22644,Low (<0.55),Not enriched
AT1G76020,AT1G76020.1,0,train,0.1862,0,0.7121,10,9.72763,1028,675,198,3.11,4.2053,6.0512,1.20123,0.04382,0.06037,-0.26469,Low (<0.55),Not enriched
AT1G76150,AT1G76150.1,1,train,0.90518,1,0.6351,22,14.77502,1489,927,496,2.27,1.4317,2.0388,1.34548,0.02554,0.05376,-0.2687,High (≥0.75),P-body enriched
AT1G76185,AT1G76185.1,0,test,0.22288,0,0.5989,15,17.30104,867,318,374,66.98,10.9901,10.9508,0.93925,0.0254,0.05196,-0.24937,Low (<0.55),Not enriched
AT1G76650,AT1G76650.1,0,train,0.12102,0,0.7358,14,14.5379,963,531,159,40.68,7.0253,10.0432,1.62105,0.01351,0.07069,-0.20093,Low (<0.55),Not enriched
AT1G76680,AT1G76680.2,1,train,0.85979,1,0.7041,18,11.91264,1511,1191,196,2.27,1.7852,1.6929,1.22558,0.02781,0.0543,-0.26612,High (≥0.75),P-body enriched
AT1G76860,AT1G76860.1,0,train,0.26347,0,0.6722,9,15.25424,590,294,180,7.14,2.9177,3.2943,1.27855,0.05093,0.05263,-0.27729,Low (<0.55),Not enriched
AT1G76878,AT1G76878.1,0,train,0.12168,0,0.5814,35,11.84834,2954,0,590,,,,,0.03691,0.04707,-0.25656,Low (<0.55),Not enriched
AT1G76970,AT1G76970.2,0,val,0.84092,1,0.6808,29,12.41438,2336,1338,426,55.16,28.4081,17.2401,0.37077,0.0227,0.05696,-0.25086,High (≥0.75),Not enriched
AT1G77090,AT1G77090.1,0,val,0.70636,1,0.678,23,20.06981,1146,780,264,9.62,18.6218,32.5964,2.63616,0.0393,0.0524,-0.2692,Medium (0.55–0.75),Not enriched
AT1G77120,AT1G77120.1,1,train,0.91322,1,0.6816,23,14.42006,1595,1137,201,0.0,1.1373,1.2336,1.07945,0.02949,0.03952,-0.2869,High (≥0.75),P-body enriched
AT1G77122,AT1G77122.1,0,train,0.19423,0,0.7286,19,16.99463,1118,969,70,28.17,18.1761,29.5852,2.07872,0.05013,0.04297,-0.27576,Low (<0.55),Not enriched
AT1G77540,AT1G77540.1,0,test,0.27234,0,0.6912,6,10.32702,581,342,136,24.56,4.2202,5.688,1.69387,0.05517,0.05862,-0.25301,Low (<0.55),Not enriched
AT1G77610,AT1G77610.1,0,test,0.60771,1,0.669,20,12.36858,1617,1008,287,11.9,3.4433,2.233,0.23263,0.02723,0.05755,-0.25727,Medium (0.55–0.75),Not enriched
AT1G77680,AT1G77680.1,1,train,0.92643,1,0.6261,40,10.09336,3963,3165,468,20.0,11.168,53.4873,8.42837,0.02953,0.05048,,High (≥0.75),P-body enriched
AT1G77750,AT1G77750.1,0,train,0.33018,0,0.6657,21,19.84877,1058,462,356,39.61,6.0081,6.3327,0.79671,0.03122,0.04825,-0.25331,Low (<0.55),Not enriched
AT1G77855,AT1G77855.1,0,train,0.25763,0,0.764,16,11.78203,1358,951,161,2.21,1.6034,1.8359,1.99424,0.03242,0.05527,-0.26532,Low (<0.55),Not enriched
AT1G77930,AT1G77930.3,1,train,0.78124,1,0.6171,19,13.98087,1359,618,525,0.0,18.8828,24.609,1.27803,0.02872,0.05596,-0.27086,High (≥0.75),P-body enriched
AT1G78010,AT1G78010.1,1,train,0.91183,1,0.7059,26,13.04566,1993,1680,187,0.0,14.0963,55.6656,5.21903,0.03665,0.04719,-0.2849,High (≥0.75),P-body enriched
AT1G78020,AT1G78020.1,1,train,0.7059,1,0.7286,12,11.82266,1015,486,269,75.93,21.134,28.913,1.57095,0.04241,0.06607,-0.27531,Medium (0.55–0.75),P-body enriched
AT1G78060,AT1G78060.1,1,train,0.85665,1,0.7607,39,15.60624,2499,2301,117,2.22,1.6503,6.0741,2.67322,0.04564,0.04724,-0.29676,High (≥0.75),P-body enriched
AT1G78140,AT1G78140.1,0,train,0.35581,0,0.691,13,9.33238,1393,1065,178,0.0,16.8713,40.9341,2.8895,0.02945,0.06178,-0.27143,Low (<0.55),Not enriched
AT1G78370,AT1G78370.1,1,train,0.89067,1,0.6753,13,11.33391,1147,651,308,0.0,1.0722,1.5304,1.51345,0.03229,0.05672,-0.2619,High (≥0.75),P-body enriched
AT1G78580,AT1G78580.1,1,train,0.88389,1,0.6645,61,12.2,5000,2826,155,20.7,13.5586,46.7313,6.17127,0.024,0.05241,,High (≥0.75),P-body enriched
AT1G78620,AT1G78620.2,1,train,0.86182,1,0.6488,15,11.81102,1270,1026,205,9.36,16.7412,38.3789,3.0847,0.03467,0.0528,-0.2852,High (≥0.75),P-body enriched
AT1G78915,AT1G78915.3,0,train,0.34087,0,0.6364,27,17.73982,1522,1215,44,30.86,26.3003,38.8425,1.90962,0.03287,0.05391,-0.26971,Low (<0.55),Not enriched
AT1G78995,AT1G78995.1,1,train,0.71961,1,0.6233,16,15.73255,1017,477,361,28.93,19.2284,22.4116,1.28022,0.04724,0.05807,-0.26952,Medium (0.55–0.75),P-body enriched
AT1G79170,AT1G79170.1,0,train,0.06576,0,0.4902,2,7.84314,255,252,51,100.0,17.6146,18.5868,1.14719,0.08268,0.04331,-0.26118,Low (<0.55),Not enriched
AT1G79200,AT1G79200.1,1,val,0.34836,0,0.6278,14,15.31729,914,477,403,65.41,18.6635,25.084,1.54574,0.03834,0.06243,-0.22954,Low (<0.55),P-body enriched
AT1G79210,AT1G79210.1,0,train,0.36248,0,0.6634,14,12.56732,1114,705,205,0.85,2.607,5.129,3.21709,0.02516,0.04133,-0.26149,Low (<0.55),Not enriched
AT1G79470,AT1G79470.1,1,train,0.88693,1,0.7389,25,12.63264,1979,1509,203,1.79,3.5516,2.4056,0.89001,0.03741,0.05561,-0.28125,High (≥0.75),P-body enriched
AT1G79690,AT1G79690.1,1,train,0.8922,1,0.7189,35,12.2807,2850,2316,217,2.33,2.3339,4.4691,2.09748,0.02176,0.05827,-0.268,High (≥0.75),P-body enriched
AT1G80030,AT1G80030.2,1,train,0.91371,1,0.6244,26,12.04261,2159,1500,442,24.2,21.7087,58.861,2.11684,0.03661,0.04727,-0.28828,High (≥0.75),P-body enriched
AT1G80360,AT1G80360.3,1,train,0.88956,1,0.6951,22,11.18454,1967,1182,328,3.81,0.6891,1.6187,2.34628,0.02492,0.05748,-0.29039,High (≥0.75),P-body enriched
AT1G80500,AT1G80500.2,1,train,0.84599,1,0.6751,13,11.04503,1177,405,237,0.0,1.6763,2.3361,1.7457,0.02466,0.05867,-0.24364,High (≥0.75),P-body enriched
AT1G80650,AT1G80650.3,1,train,0.74567,1,0.6318,22,18.8195,1169,438,641,90.41,26.6373,30.4864,1.15603,0.01712,0.05479,-0.24363,Medium (0.55–0.75),P-body enriched
AT1G80770,AT1G80770.6,1,train,0.8923,1,0.7303,19,10.68616,1778,1446,178,10.58,17.8255,46.2147,3.24516,0.02026,0.05402,-0.2617,High (≥0.75),P-body enriched
AT1G80820,AT1G80820.1,0,train,0.28976,0,0.7168,23,15.23179,1510,996,339,9.64,1.0311,0.9717,0.41858,0.04771,0.06229,-0.2798,Low (<0.55),Not enriched
AT1G80910,AT1G80910.1,1,train,0.91647,1,0.6885,25,12.01923,2080,1491,260,11.87,6.4347,5.9756,0.78919,0.03175,0.05243,-0.27144,High (≥0.75),P-body enriched
AT5G01210,AT5G01210.1,0,train,0.2825,0,0.6905,14,7.76915,1802,1425,294,0.21,2.7792,1.9885,0.81533,0.07607,0.04498,-0.28713,Low (<0.55),Not enriched
AT5G01490,AT5G01490.1,0,train,0.25965,0,0.7903,18,10.66351,1688,1362,186,22.69,5.7666,18.8013,3.0665,0.04031,0.05513,-0.27755,Low (<0.55),Not enriched
AT5G01650,AT5G01650.3,1,train,0.79091,1,0.6548,13,12.21805,1064,366,617,0.0,3.5341,2.3514,0.46566,0.03387,0.07714,-0.23289,High (≥0.75),P-body enriched
AT5G01870,AT5G01870.1,0,test,0.40282,0,0.6653,8,11.54401,693,348,236,0.0,5.2045,6.4809,1.45963,0.02601,0.07514,-0.25455,Low (<0.55),Not enriched
AT5G01920,AT5G01920.1,1,test,0.61609,1,0.5972,15,7.91557,1895,1485,360,0.2,16.6589,47.3074,2.84263,0.0491,0.03485,-0.32485,Medium (0.55–0.75),P-body enriched
AT5G02120,AT5G02120.1,1,train,0.58656,1,0.6786,10,19.01141,526,330,140,3.64,13.2989,15.9708,1.41046,0.0381,0.0419,-0.24125,Medium (0.55–0.75),P-body enriched
AT5G02280,AT5G02280.1,1,val,0.62387,1,0.6538,7,10.59002,661,423,156,0.0,2.7865,2.8171,0.93747,0.02727,0.05455,-0.25643,Medium (0.55–0.75),P-body enriched
AT5G02490,AT5G02490.1,1,train,0.91933,1,0.6858,40,16.09658,2485,1959,261,24.81,18.5818,17.043,0.50016,0.02858,0.03744,-0.29316,High (≥0.75),P-body enriched
AT5G02610,AT5G02610.2,1,train,0.7419,1,0.6838,5,6.04595,827,438,253,0.0,6.9545,5.3416,0.59692,0.02906,0.05327,-0.25224,Medium (0.55–0.75),P-body enriched
AT5G02690,AT5G02690.1,0,train,0.11852,0,0.6562,6,16.66667,360,120,128,0.0,6.0683,6.0683,0.98379,0.01671,0.08914,-0.21861,Low (<0.55),Not enriched
AT5G02710,AT5G02710.2,0,train,0.21245,0,0.6165,26,14.62317,1778,528,1082,30.68,14.6163,18.364,1.48214,0.03714,0.05965,-0.24224,Low (<0.55),Not enriched
AT5G03160,AT5G03160.1,0,train,0.33458,0,0.7164,26,14.70588,1768,1446,134,18.26,8.678,19.4322,1.20391,0.03339,0.04414,-0.27008,Low (<0.55),Not enriched
AT5G03210,AT5G03210.2,0,train,0.12064,0,0.676,19,21.66477,877,267,466,43.82,16.7153,17.0248,1.08317,0.03995,0.06963,-0.23284,Low (<0.55),Not enriched
AT5G03300,AT5G03300.1,1,train,0.91398,1,0.631,29,14.63169,1982,1035,813,0.0,1.5832,2.8934,2.03546,0.02726,0.05654,-0.28158,High (≥0.75),P-body enriched
AT5G03350,AT5G03350.1,1,train,0.79582,1,0.6598,23,21.67766,1061,822,194,18.98,5.0706,11.1235,2.6189,0.03396,0.04245,-0.26173,High (≥0.75),P-body enriched
AT5G03520,AT5G03520.1,1,test,0.58037,1,0.6553,21,16.0061,1312,648,293,0.0,6.7427,6.6427,0.51452,0.02822,0.05645,-0.25084,Medium (0.55–0.75),P-body enriched
AT5G03860,AT5G03860.1,0,train,0.36035,0,0.6949,23,11.35802,2025,1686,177,0.0,1.0342,3.2365,1.94209,0.03755,0.04743,-0.29595,Low (<0.55),Not enriched
AT5G04230,AT5G04230.2,1,train,0.82147,1,0.644,34,13.68209,2485,2094,191,11.17,2.2902,4.741,2.16672,0.05515,0.05233,-0.30676,High (≥0.75),P-body enriched
AT5G04238,AT5G04238.1,0,train,0.05636,0,0.52,2,10.25641,195,192,50,92.19,10.8599,10.5618,0.99877,0.06701,0.03093,-0.19385,Low (<0.55),Not enriched
AT5G04520,AT5G04520.1,1,train,0.74954,1,0.6378,13,12.45211,1044,873,127,6.87,0.9614,0.7503,0.59303,0.04219,0.04314,-0.27701,Medium (0.55–0.75),P-body enriched
AT5G04850,AT5G04850.2,1,train,0.82935,1,0.6696,12,10.59135,1133,816,227,61.03,23.4757,24.5888,0.80421,0.02297,0.0583,-0.26796,High (≥0.75),P-body enriched
AT5G04900,AT5G04900.1,1,train,0.9012,1,0.6877,16,11.42857,1400,1044,301,0.0,13.0911,26.3614,2.10857,0.02931,0.05647,-0.2705,High (≥0.75),P-body enriched
AT5G04950,AT5G04950.1,0,val,0.6451,1,0.7277,16,11.43674,1399,960,235,0.0,4.6756,3.9568,0.28556,0.04435,0.05436,-0.24246,Medium (0.55–0.75),Not enriched
AT5G05000,AT5G05000.3,1,train,0.85333,1,0.6524,16,9.50119,1684,939,233,2.24,6.6924,6.1444,0.531,0.02614,0.05764,-0.26639,High (≥0.75),P-body enriched
AT5G05230,AT5G05230.1,1,train,0.86242,1,0.6604,30,18.15981,1652,1089,265,54.27,27.6129,41.1793,1.72884,0.04361,0.04603,-0.26447,High (≥0.75),P-body enriched
AT5G05290,AT5G05290.1,0,train,0.2692,0,0.7143,13,12.63362,1029,765,203,1.96,4.2508,7.1059,1.62707,0.02821,0.05447,-0.28513,Low (<0.55),Not enriched
AT5G05300,AT5G05300.1,0,train,0.085,0,0.7287,9,11.92053,755,306,247,3.92,15.443,14.6921,0.89431,0.03846,0.06897,-0.24252,Low (<0.55),Not enriched
AT5G05330,AT5G05330.1,0,train,0.19125,0,0.6645,17,17.20648,988,660,307,18.64,23.414,29.0839,0.90167,0.0304,0.06282,-0.23694,Low (<0.55),Not enriched
AT5G05370,AT5G05370.1,0,train,0.12253,0,0.7056,2,4.26439,469,216,180,0.0,6.9148,6.9163,1.1812,0.04274,0.05556,-0.24968,Low (<0.55),Not enriched
AT5G05410,AT5G05410.1,0,test,0.73862,1,0.6396,29,17.56511,1651,1005,455,78.51,28.023,28.8298,0.69878,0.02788,0.06,-0.2659,Medium (0.55–0.75),Not enriched
AT5G05470,AT5G05470.1,1,train,0.79914,1,0.6587,17,13.26053,1282,1032,126,18.6,7.4342,5.3509,0.31323,0.03279,0.04996,-0.26459,High (≥0.75),P-body enriched
AT5G05540,AT5G05540.1,0,val,0.81398,1,0.6667,28,16.29802,1718,1398,180,11.8,12.5757,12.7262,0.33977,0.02679,0.05475,-0.25768,High (≥0.75),Not enriched
AT5G05610,AT5G05610.1,1,train,0.85958,1,0.6765,18,13.50338,1333,723,442,28.22,14.1955,12.2855,0.77207,0.03153,0.06006,-0.27067,High (≥0.75),P-body enriched
AT5G05730,AT5G05730.2,1,train,0.91885,1,0.6545,34,15.89528,2139,1872,165,3.21,14.998,46.3283,3.58018,0.03648,0.04958,-0.27073,High (≥0.75),P-body enriched
AT5G05770,AT5G05770.1,0,train,0.07261,0,0.5529,8,18.64802,429,366,85,28.69,8.7709,8.793,0.81385,0.05374,0.05841,-0.21632,Low (<0.55),Not enriched
AT5G06130,AT5G06130.2,1,train,0.89699,1,0.6739,20,13.46801,1485,945,322,5.71,23.2945,42.1315,1.97356,0.0283,0.06199,-0.25825,High (≥0.75),P-body enriched
AT5G06140,AT5G06140.1,1,train,0.88635,1,0.6636,29,18.38935,1577,1206,217,8.46,6.6642,12.6069,2.07959,0.02855,0.0514,-0.2591,High (≥0.75),P-body enriched
AT5G06360,AT5G06360.1,1,train,0.84841,1,0.6213,12,10.56338,1136,780,272,45.77,16.3795,23.0475,1.6682,0.03172,0.0467,-0.26849,High (≥0.75),P-body enriched
AT5G06410,AT5G06410.1,0,test,0.77672,1,0.6222,15,13.19261,1137,756,352,0.79,16.7027,33.4583,2.27662,0.03609,0.0581,-0.2562,High (≥0.75),Not enriched
AT5G06640,AT5G06640.1,0,test,0.32824,0,0.7477,8,3.4965,2288,2067,218,96.95,59.1952,64.9608,0.75084,0.02274,0.07871,-0.10257,Low (<0.55),Not enriched
AT5G06770,AT5G06770.1,1,train,0.87832,1,0.6709,19,16.22545,1171,720,234,78.33,21.3442,32.6627,1.38557,0.02308,0.05299,-0.25141,High (≥0.75),P-body enriched
AT5G07010,AT5G07010.1,1,train,0.83177,1,0.6986,19,10.68016,1779,1077,292,2.23,9.4229,20.7513,2.51858,0.04049,0.06018,-0.24699,High (≥0.75),P-body enriched
AT5G07030,AT5G07030.1,1,train,0.8547,1,0.6838,26,13.72032,1895,1365,272,5.49,12.3482,24.1584,2.61979,0.04752,0.05808,-0.28459,High (≥0.75),P-body enriched
AT5G07152,AT5G07152.1,0,train,0.19293,0,0.6491,28,12.25919,2284,0,456,,,,,0.02059,0.0495,-0.27548,Low (<0.55),Not enriched
AT5G07460,AT5G07460.1,1,test,0.48517,0,0.6355,17,14.00329,1214,654,214,31.65,12.6979,20.6099,1.75061,0.02638,0.06925,-0.23707,Low (<0.55),P-body enriched
AT5G07571,AT5G07571.1,0,train,0.09076,0,0.7015,12,15.6658,766,387,134,22.48,11.6845,13.5571,1.16908,0.04314,0.06797,-0.2376,Low (<0.55),Not enriched
AT5G07830,AT5G07830.1,1,train,0.85669,1,0.7521,34,15.79926,2152,1629,121,1.47,3.0804,8.1096,2.90064,0.03626,0.05672,-0.25925,High (≥0.75),P-body enriched
AT5G08080,AT5G08080.3,1,train,0.86515,1,0.7048,29,21.51335,1348,945,210,32.7,9.0001,14.7906,0.98521,0.02673,0.03489,-0.25631,High (≥0.75),P-body enriched
AT5G08130,AT5G08130.8,1,train,0.90473,1,0.6829,36,13.14828,2738,1599,637,83.49,32.7461,31.5473,0.92962,0.03361,0.05554,-0.25336,High (≥0.75),P-body enriched
AT5G08150,AT5G08150.1,0,train,0.14454,0,0.7105,8,8.62999,927,432,190,100.0,25.8799,25.718,0.87284,0.01944,0.08531,-0.22341,Low (<0.55),Not enriched
AT5G08180,AT5G08180.1,1,train,0.70118,1,0.6409,15,12.03852,1246,468,259,7.69,5.3807,8.4679,1.97107,0.0249,0.08112,-0.22223,Medium (0.55–0.75),P-body enriched
AT5G08200,AT5G08200.1,1,val,0.70734,1,0.6963,25,12.16545,2055,1227,428,94.62,0.0,0.0,0.0,0.03554,0.05501,-0.25333,Medium (0.55–0.75),P-body enriched
AT5G08210,at5g08210,0,train,0.05188,0,0.44,1,4.01606,249,0,50,,,,,0.04435,0.06452,-0.33333,Low (<0.55),Not enriched
AT5G08390,AT5G08390.1,1,train,0.93538,1,0.6061,36,10.92233,3296,2517,363,45.89,50.7946,29.638,0.66523,0.02307,0.05281,,High (≥0.75),P-body enriched
AT5G08590,AT5G08590.2,1,train,0.86211,1,0.6598,21,11.01206,1907,831,244,23.47,11.4607,8.3983,0.3948,0.02413,0.06139,-0.26733,High (≥0.75),P-body enriched
AT5G09230,AT5G09230.7,0,train,0.27886,0,0.7169,13,8.9779,1448,1128,166,7.18,6.9469,21.5304,3.7586,0.02903,0.05943,-0.27928,Low (<0.55),Not enriched
AT5G09250,AT5G09250.2,1,train,0.66641,1,0.6448,12,11.60542,1034,255,670,45.88,12.3453,12.5529,1.0911,0.03098,0.07164,-0.25938,Medium (0.55–0.75),P-body enriched
AT5G09585,AT5G09585.1,0,train,0.04905,0,0.38,0,0.0,195,0,50,,,,,0.04124,0.07732,-0.34462,Low (<0.55),Not enriched
AT5G09650,AT5G09650.1,1,test,0.79649,1,0.6978,18,15.24132,1181,900,182,0.0,16.5219,28.5384,1.77535,0.0178,0.05085,-0.26181,High (≥0.75),P-body enriched
AT5G09830,AT5G09830.1,1,train,0.71318,1,0.7089,7,12.70417,551,279,213,31.18,4.356,3.5415,0.69701,0.01636,0.04545,-0.24701,Medium (0.55–0.75),P-body enriched
AT5G09900,AT5G09900.3,1,val,0.78888,1,0.6797,31,18.47437,1678,1386,128,23.59,10.708,6.0701,0.18501,0.02922,0.04592,-0.27676,High (≥0.75),P-body enriched
AT5G09995,AT5G09995.2,0,test,0.45414,0,0.6389,11,11.48225,958,771,108,21.01,29.2408,44.9524,1.50905,0.03971,0.04598,-0.24854,Low (<0.55),Not enriched
AT5G10120,AT5G10120.1,0,val,0.55224,1,0.687,31,19.10043,1623,1413,115,44.8,24.6835,29.0088,0.71731,0.0524,0.05672,-0.29193,Medium (0.55–0.75),Not enriched
AT5G10130,AT5G10130.1,0,train,0.18565,0,0.7368,14,13.29535,1053,492,285,1.22,3.5014,4.3591,1.12615,0.04848,0.06844,-0.26249,Low (<0.55),Not enriched
AT5G10460,AT5G10460.1,0,train,0.26371,0,0.7019,13,11.8505,1097,918,104,0.0,1.3057,2.4476,1.62232,0.01825,0.05018,-0.26454,Low (<0.55),Not enriched
AT5G10630,AT5G10630.4,1,train,0.8896,1,0.7321,39,14.76713,2641,2229,209,24.5,0.0,0.0,0.0,0.02689,0.05076,-0.28152,High (≥0.75),P-body enriched
AT5G11340,AT5G11340.1,0,val,0.69993,1,0.6614,9,8.89328,1012,492,443,6.1,2.0363,2.8292,1.2177,0.03561,0.05341,-0.25781,Medium (0.55–0.75),Not enriched
AT5G11450,AT5G11450.2,1,train,0.85694,1,0.6621,8,6.31413,1267,945,290,3.81,20.8062,38.1176,2.68657,0.02212,0.05055,-0.27261,High (≥0.75),P-body enriched
AT5G11490,AT5G11490.2,1,train,0.9129,1,0.6614,36,12.33722,2918,2550,189,14.59,22.9496,29.0729,0.88924,0.03051,0.04662,-0.27807,High (≥0.75),P-body enriched
AT5G11600,AT5G11600.1,0,train,0.27515,0,0.7,18,17.12655,1051,726,180,81.4,32.1886,43.0172,1.35067,0.03619,0.04571,-0.24662,Low (<0.55),Not enriched
AT5G11840,AT5G11840.2,1,train,0.83067,1,0.6183,27,22.13115,1220,591,600,42.13,16.3528,27.827,2.2162,0.05004,0.05824,-0.24213,High (≥0.75),P-body enriched
AT5G11950,AT5G11950.1,1,train,0.83691,1,0.6472,13,10.95198,1187,648,428,21.76,4.2507,2.5993,0.30538,0.01518,0.04384,-0.27254,High (≥0.75),P-body enriched
AT5G12150,AT5G12150.1,1,train,0.89994,1,0.6713,51,16.39344,3111,2481,286,49.94,0.0,0.0,0.0,0.02444,0.04598,,High (≥0.75),P-body enriched
AT5G12200,AT5G12200.1,1,train,0.89594,1,0.7093,23,12.06083,1907,1593,172,3.01,8.4907,33.8796,4.20744,0.02466,0.05404,-0.28275,High (≥0.75),P-body enriched
AT5G12250,AT5G12250.1,1,train,0.90678,1,0.6728,20,10.17294,1966,1347,379,10.47,2.0949,1.2002,0.16078,0.03104,0.04784,-0.29281,High (≥0.75),P-body enriched
AT5G12850,AT5G12850.1,1,train,0.88888,1,0.6684,29,10.09047,2874,2118,392,58.07,56.162,56.1793,0.52142,0.03202,0.04072,-0.27589,High (≥0.75),P-body enriched
AT5G13050,AT5G13050.1,1,train,0.92251,1,0.6404,18,14.16208,1271,831,356,0.0,12.0214,26.1378,2.5029,0.02992,0.04409,-0.26121,High (≥0.75),P-body enriched
AT5G13370,AT5G13370.1,1,train,0.91692,1,0.6569,32,14.01664,2283,1785,239,0.0,7.2416,3.7471,0.22554,0.0333,0.05039,-0.27438,High (≥0.75),P-body enriched
AT5G13550,AT5G13550.1,1,val,0.72724,1,0.7059,27,11.26878,2396,2055,136,10.22,5.3435,22.5307,1.67873,0.03424,0.05929,-0.28214,Medium (0.55–0.75),P-body enriched
AT5G13900,AT5G13900.1,0,train,0.10108,0,0.6652,10,13.2626,754,453,224,0.0,9.0185,8.9962,0.82473,0.02125,0.0664,-0.22971,Low (<0.55),Not enriched
AT5G14105,AT5G14105.1,0,val,0.12633,0,0.6852,8,11.66181,686,228,305,47.37,8.976,7.0857,0.75389,0.03942,0.06569,-0.21268,Low (<0.55),Not enriched
AT5G14200,AT5G14200.3,1,test,0.82749,1,0.6691,23,15.72112,1463,1164,278,0.0,10.4176,28.0153,3.47571,0.03215,0.04651,-0.28763,High (≥0.75),P-body enriched
AT5G14250,AT5G14250.2,1,val,0.84848,1,0.6169,22,13.22115,1664,1068,509,0.0,3.4431,2.7733,0.25635,0.02586,0.05412,-0.27987,High (≥0.75),P-body enriched
AT5G14330,AT5G14330.1,0,train,0.08966,0,0.7318,9,14.82702,607,384,220,77.34,15.2001,18.7754,1.28615,0.0297,0.04785,-0.22273,Low (<0.55),Not enriched
AT5G14600,AT5G14600.1,1,val,0.66133,1,0.7589,21,15.96958,1315,954,141,23.58,4.6755,5.5311,0.67333,0.02435,0.05327,-0.27087,Medium (0.55–0.75),P-body enriched
AT5G14750,AT5G14750.1,0,train,0.11538,0,0.7289,17,17.32926,981,609,284,10.84,12.5535,10.5787,0.59405,0.01939,0.06837,-0.23914,Low (<0.55),Not enriched
AT5G14790,AT5G14790.1,1,val,0.79546,1,0.6519,19,11.54313,1646,1038,339,20.23,14.253,36.2197,2.95623,0.03283,0.05897,-0.24569,High (≥0.75),P-body enriched
AT5G14910,AT5G14910.1,1,val,0.55697,1,0.6908,20,17.71479,1129,534,456,0.56,19.73,25.8883,1.62128,0.02039,0.0523,-0.25385,Medium (0.55–0.75),P-body enriched
AT5G14930,AT5G14930.2,1,train,0.77963,1,0.7324,24,11.52738,2082,1611,213,0.56,8.211,9.1695,1.11972,0.03508,0.05863,-0.25331,High (≥0.75),P-body enriched
AT5G15200,AT5G15200.1,1,train,0.7751,1,0.6911,9,8.94632,1006,594,314,24.75,2.6662,3.6951,0.95176,0.03582,0.05672,-0.2834,High (≥0.75),P-body enriched
AT5G15390,AT5G15390.2,1,val,0.83004,1,0.5833,20,13.4499,1487,780,516,1.15,18.2182,32.2961,2.26005,0.03836,0.0424,-0.29677,High (≥0.75),P-body enriched
AT5G15530,AT5G15530.1,1,train,0.878,1,0.6377,27,17.27447,1563,765,403,44.31,23.7596,34.8001,1.71652,0.02625,0.05826,-0.25086,High (≥0.75),P-body enriched
AT5G15750,AT5G15750.1,0,val,0.3654,0,0.6878,13,13.09164,993,546,189,0.0,4.2545,7.7341,2.39572,0.02621,0.06956,-0.23525,Low (<0.55),Not enriched
AT5G15802,AT5G15802.1,1,train,0.70858,1,0.6317,6,9.1047,659,297,334,0.0,5.8262,5.6476,0.93049,0.02584,0.05167,-0.26783,Medium (0.55–0.75),P-body enriched
AT5G15960,AT5G15960.1,1,train,0.45179,0,0.7195,16,19.30036,829,198,353,89.39,11.2501,10.0079,0.90425,0.03019,0.07971,-0.2006,Low (<0.55),P-body enriched
AT5G16050,AT5G16050.2,1,train,0.86107,1,0.6412,20,14.19446,1409,804,393,22.01,2.5583,2.0467,0.27779,0.02273,0.04119,-0.27069,High (≥0.75),P-body enriched
AT5G16120,AT5G16120.4,1,train,0.81134,1,0.703,17,10.69182,1590,1149,303,0.0,9.3135,20.1633,1.92136,0.02895,0.05916,-0.26918,High (≥0.75),P-body enriched
AT5G16290,AT5G16290.1,1,train,0.91829,1,0.6367,23,12.3789,1858,1431,300,1.26,14.9868,39.5105,4.51327,0.03339,0.05762,-0.2676,High (≥0.75),P-body enriched
