geneID,transcript_id,class,condition,bioemu_tier,bioemu_status,idr_percent,mean_disorder,max_disorder_window,n_idr_regions,longest_idr_region,n_conformations,n_residues,pass_rate,rmsf_mean,rmsf_std,rmsf_max,rmsf_nterm50,rmsf_cterm50,rg_mean,rg_std,rg_cv,contact_density,packing_density,sasa_per_residue,feature_source,error
AT1G73220,AT1G73220.1,0,depleted,2,completed,,0.2803,0.9172,6,49,32.0,539.0,0.64,6.3591,6.8157,55.0024,22.0316,5.2342,29.9885,1.6376,0.0546,9.7032,30.3664,20.9668,bioemu,
AT1G73230,AT1G73230.1,1,HS,3,completed,,0.6319,0.9481,2,62,61.0,165.0,0.61,15.4578,7.3496,42.0354,16.4468,22.3276,33.7531,5.467,0.162,6.6303,24.2917,86.7666,bioemu,
AT1G73350,AT1G73350.5,1,NS,3,completed,,0.8189,0.9962,3,163,37.0,213.0,0.37,29.959,6.8276,50.3209,25.4937,36.7796,45.9769,8.6037,0.1871,6.3005,25.3094,124.7122,bioemu,
AT1G73380,AT1G73380.1,0,depleted,1,completed,,0.1626,0.3988,1,3,75.0,434.0,0.75,8.9885,2.5978,19.1217,9.8213,9.3888,29.7843,3.9322,0.132,9.1014,28.6101,25.686,bioemu,
AT1G73540,AT1G73540.1,0,depleted,1,completed,,0.1768,0.2304,0,0,76.0,198.0,0.76,10.9492,8.0726,46.1102,20.7579,8.1084,24.9389,5.234,0.2099,8.7879,26.8197,39.473,bioemu,
AT1G73600,AT1G73600.2,1,NS,1,completed,,0.1725,0.5599,2,12,81.0,504.0,0.81,5.8104,2.5916,29.0312,9.2261,6.4188,27.0481,1.6375,0.0605,9.7698,29.9122,18.2412,bioemu,
AT1G73840,AT1G73840.1,1,NS,3,completed,,0.9182,0.9999,4,326,100.0,388.0,1.0,65.8934,9.7571,78.9217,50.9896,74.6023,83.5538,18.445,0.2208,4.9433,18.8976,226.1053,bioemu,
AT1G73965,AT1G73965.1,0,depleted,3,completed,,0.4806,0.7608,3,32,78.0,107.0,0.78,16.2605,2.6683,24.7764,15.033,17.3625,29.7673,6.2938,0.2114,6.3925,24.778,104.0651,bioemu,
AT1G74060,AT1G74060.1,1,HS,3,completed,,0.5143,0.8669,3,83,92.0,233.0,0.92,12.7192,5.9478,35.919,21.7221,9.582,35.7736,6.5492,0.1831,7.2103,24.4446,69.0207,bioemu,
AT1G74090,AT1G74090.1,1,both,2,completed,,0.2656,0.8614,1,46,45.0,350.0,0.9,5.0808,5.3976,42.6994,12.5192,4.4374,23.3889,1.8903,0.0808,8.9086,28.3889,19.641,bioemu,
AT1G74100,AT1G74100.1,1,both,1,completed,,0.1971,0.6548,1,19,96.0,338.0,0.96,2.3552,2.748,24.4434,5.6758,2.0412,21.467,0.5913,0.0275,9.1302,28.921,17.1331,bioemu,
AT1G74210,AT1G74210.1,0,depleted,1,completed,,0.1911,0.5903,4,10,78.0,392.0,0.78,7.1165,6.7973,44.108,16.4984,10.7212,25.084,1.7198,0.0686,9.5357,28.7392,20.1706,bioemu,
AT1G74280,AT1G74280.1,0,depleted,2,completed,,0.2474,0.7392,4,23,45.0,372.0,0.9,4.6445,3.6469,31.6895,9.56,4.3431,27.1682,1.2599,0.0464,9.3978,28.4209,24.9337,bioemu,
AT1G74450,AT1G74450.1,0,depleted,2,completed,,0.3577,0.7555,7,35,35.0,397.0,0.7,4.8888,5.8301,42.718,13.1738,3.1818,27.7853,1.8409,0.0663,8.6599,29.1478,24.4371,bioemu,
AT1G74640,AT1G74640.1,1,NS,1,completed,,0.154,0.2463,0,0,61.0,370.0,0.61,12.4778,7.5968,51.9592,27.1205,10.5841,28.9622,3.5075,0.1211,9.3892,28.4094,28.4886,bioemu,
AT1G74930,AT1G74930.1,0,depleted,3,completed,,0.3584,0.6672,5,22,66.0,195.0,0.66,16.8231,6.1682,31.8834,14.6946,23.4689,28.5168,6.381,0.2238,7.4974,25.4298,52.4056,bioemu,
AT1G75100,AT1G75100.1,1,NS,3,completed,,0.7342,0.9985,4,327,100.0,651.0,1.0,64.4397,13.8087,99.7792,76.3314,38.8726,79.6085,12.1862,0.1531,5.2104,19.5806,122.3342,bioemu,
AT1G75190,AT1G75190.1,1,NS,3,completed,,0.9953,0.9997,1,131,50.0,131.0,0.5,24.2666,5.784,44.7534,26.2348,24.3875,39.2609,9.8762,0.2516,5.6031,22.7914,147.8631,bioemu,
AT1G75830,AT1G75830.1,0,depleted,2,completed,,0.2251,0.4587,1,9,47.0,80.0,0.94,3.785,1.4026,7.561,4.1853,3.1654,24.2416,1.4114,0.0582,8.3,28.1869,92.3088,bioemu,
AT1G76020,AT1G76020.1,0,depleted,1,completed,,0.1705,0.4223,1,7,93.0,225.0,0.93,4.2053,2.8256,18.4873,6.0512,4.9375,22.7029,0.8227,0.0362,8.7644,28.2336,28.7865,bioemu,
AT1G76150,AT1G76150.1,1,HS,1,completed,,0.1901,0.4083,2,4,97.0,309.0,0.97,1.4317,1.6266,12.8911,2.0388,1.4153,19.5252,0.2404,0.0123,9.754,28.7321,15.504,bioemu,
AT1G76185,AT1G76185.1,0,depleted,3,completed,,0.5762,0.7143,3,39,88.0,106.0,0.88,10.9901,3.7445,24.9348,10.9508,11.5591,23.7463,5.0871,0.2142,7.8679,31.6302,66.849,bioemu,
AT1G76650,AT1G76650.1,0,depleted,3,completed,,0.4531,0.9438,1,72,79.0,177.0,0.79,7.0253,3.1207,19.6199,10.0432,6.0955,20.5214,1.8333,0.0893,9.0169,29.4286,29.8985,bioemu,
AT1G76680,AT1G76680.2,1,HS,1,completed,,0.2391,0.41,2,7,70.0,397.0,0.7,1.7852,2.3273,15.2217,1.6929,1.2813,20.8955,0.3333,0.016,10.272,29.6674,13.8206,bioemu,
AT1G76860,AT1G76860.1,0,depleted,1,completed,,0.2054,0.4024,1,7,95.0,98.0,0.95,2.9177,2.5743,14.6453,3.2943,2.4766,16.6405,0.5622,0.0338,8.5918,27.1093,35.5071,bioemu,
AT1G76970,AT1G76970.2,0,depleted,3,completed,,0.5882,0.9994,5,195,7.0,446.0,0.07,28.4081,10.693,58.0132,17.2401,46.3979,44.0877,4.6016,0.1044,7.7489,26.5718,54.7658,bioemu,
AT1G77090,AT1G77090.1,0,depleted,1,completed,,0.2595,0.6103,4,21,40.0,260.0,0.4,18.6218,8.7092,50.096,32.5964,12.2651,33.4711,7.0902,0.2118,8.4769,26.7984,54.1472,bioemu,
AT1G77120,AT1G77120.1,1,HS,1,completed,,0.1662,0.2942,0,0,99.0,379.0,0.99,1.1373,0.5535,5.9411,1.2336,1.0428,21.0102,0.3881,0.0185,10.8391,29.8296,14.6362,bioemu,
AT1G77122,AT1G77122.1,0,depleted,2,completed,,0.3812,0.9507,1,91,7.0,323.0,0.14,18.1761,8.063,35.4687,29.5852,14.1324,32.0919,4.3336,0.135,7.5418,24.4574,40.068,bioemu,
AT1G77540,AT1G77540.1,0,depleted,2,completed,,0.2826,0.6038,1,28,43.0,114.0,0.86,4.2202,4.2449,23.6455,5.688,3.258,14.5108,1.2678,0.0874,9.5965,28.9223,23.2108,bioemu,
AT1G77610,AT1G77610.1,0,depleted,2,completed,,0.2832,0.846,3,30,42.0,336.0,0.84,3.4433,3.9799,28.9732,2.233,9.4988,21.2956,1.082,0.0508,9.4702,31.3747,16.961,bioemu,
AT1G77680,AT1G77680.1,1,NS,2,completed,,0.3041,0.9981,2,144,2.0,1055.0,0.04,11.168,11.9922,77.4449,53.4873,6.2461,43.6517,4.4642,0.1023,8.4417,26.4666,22.6965,bioemu,
AT1G77750,AT1G77750.1,0,depleted,3,completed,,0.4492,0.8693,3,50,83.0,154.0,0.83,6.0081,3.5428,22.6923,6.3327,7.8486,25.2148,1.4984,0.0594,8.1688,27.753,51.8801,bioemu,
AT1G77855,AT1G77855.1,0,depleted,1,completed,,0.2307,0.4187,1,7,89.0,317.0,0.89,1.6034,1.5407,13.1533,1.8359,0.8206,24.0753,0.2371,0.0098,8.9338,30.2843,22.977,bioemu,
AT1G77930,AT1G77930.3,1,HS,1,completed,,0.1618,0.2612,0,0,54.0,206.0,0.54,18.8828,5.9784,39.5468,24.609,19.1554,38.433,5.5208,0.1436,7.4175,27.5068,90.1053,bioemu,
AT1G78010,AT1G78010.1,1,HS,1,completed,,0.1579,0.3234,0,0,33.0,560.0,0.33,14.0963,13.9549,68.7002,55.6656,10.5659,35.335,3.9715,0.1124,8.9464,28.3799,28.0176,bioemu,
AT1G78020,AT1G78020.1,1,HS,3,completed,,0.7166,0.912,5,53,50.0,162.0,0.5,21.134,7.1941,46.9998,28.913,18.3048,38.6308,8.7517,0.2265,6.4691,23.7569,115.7611,bioemu,
AT1G78060,AT1G78060.1,1,HS,1,completed,,0.1833,0.5287,5,8,91.0,767.0,0.91,1.6503,2.2582,25.3196,6.0741,2.1722,27.9039,0.4797,0.0172,10.558,29.5054,12.7569,bioemu,
AT1G78140,AT1G78140.1,0,depleted,1,completed,,0.1523,0.2338,0,0,45.0,355.0,0.45,16.8713,11.5105,67.7373,40.9341,14.0665,31.6161,5.9693,0.1888,8.9183,27.903,35.3832,bioemu,
AT1G78370,AT1G78370.1,1,both,1,completed,,0.151,0.2192,0,0,99.0,217.0,0.99,1.0722,0.7376,5.8653,1.5304,0.9112,17.1637,0.1703,0.0099,9.4378,29.3942,17.0598,bioemu,
AT1G78580,AT1G78580.1,1,HS,2,completed,,0.3215,0.9988,8,96,3.0,942.0,0.06,13.5586,13.4303,61.021,46.7313,7.4724,41.109,0.722,0.0176,8.9406,27.9016,22.5441,bioemu,
AT1G78620,AT1G78620.2,1,both,1,completed,,0.2678,0.6271,6,14,39.0,342.0,0.39,16.7412,10.8372,64.3999,38.3789,12.3417,34.6353,6.4786,0.1871,9.1228,29.449,44.0779,bioemu,
AT1G78915,AT1G78915.3,0,depleted,3,completed,,0.3562,0.8362,6,55,15.0,405.0,0.15,26.3003,10.4303,62.34,38.8425,20.2404,39.6074,3.9895,0.1007,7.8815,27.4765,48.6751,bioemu,
AT1G78995,AT1G78995.1,1,NS,2,completed,,0.381,0.7504,3,43,13.0,159.0,0.26,19.2284,4.3117,36.0671,22.4116,17.4061,35.9149,8.5655,0.2385,7.8491,24.6837,101.944,bioemu,
AT1G79170,AT1G79170.1,0,depleted,3,completed,,0.9278,0.9958,1,84,80.0,84.0,0.8,17.6146,4.8543,30.9728,18.5868,16.102,31.4072,7.9548,0.2533,5.7857,22.5971,147.5669,bioemu,
AT1G79200,AT1G79200.1,1,both,3,completed,,0.698,0.9994,1,104,55.0,159.0,0.55,18.6635,6.3094,42.787,25.084,16.1278,37.0728,8.8949,0.2399,6.6792,24.3316,108.6232,bioemu,
AT1G79210,AT1G79210.1,0,depleted,1,completed,,0.2006,0.3697,1,2,95.0,235.0,0.95,2.607,2.5282,16.1289,5.129,1.4943,17.9462,0.4483,0.025,10.3489,29.0996,17.2222,bioemu,
AT1G79470,AT1G79470.1,1,NS,1,completed,,0.1761,0.4587,1,9,86.0,503.0,0.86,3.5516,2.3016,12.5009,2.4056,2.6029,24.3869,0.7932,0.0325,10.1193,29.2231,14.8578,bioemu,
AT1G79690,AT1G79690.1,1,HS,1,completed,,0.1716,0.5564,3,14,95.0,772.0,0.95,2.3339,1.1967,6.3275,4.4691,2.0307,31.3843,1.0665,0.034,9.7953,29.6847,16.0331,bioemu,
AT1G80030,AT1G80030.2,1,HS,2,completed,,0.3975,0.9716,10,96,7.0,500.0,0.14,21.7087,14.5034,75.8064,58.861,27.7061,61.2147,3.818,0.0624,7.856,25.3189,94.1784,bioemu,
AT1G80360,AT1G80360.3,1,HS,1,completed,,0.2201,0.5272,3,13,97.0,394.0,0.97,0.6891,0.8631,10.5532,1.6187,0.5899,21.091,0.0983,0.0047,10.0203,29.9401,14.1876,bioemu,
AT1G80500,AT1G80500.2,1,NS,1,completed,,0.1524,0.2301,0,0,90.0,135.0,0.9,1.6763,1.1668,6.6515,2.3361,1.2382,14.0364,0.1617,0.0115,9.037,27.5731,18.3394,bioemu,
AT1G80650,AT1G80650.3,1,HS,3,completed,,0.7902,0.9409,2,126,49.0,146.0,0.49,26.6373,5.6019,43.3361,30.4864,26.2717,36.078,12.8873,0.3572,6.3973,22.9959,112.0319,bioemu,
AT1G80770,AT1G80770.6,1,HS,2,completed,,0.2176,0.8085,3,32,21.0,482.0,0.42,17.8255,12.2997,65.2055,46.2147,14.1411,37.8167,6.2511,0.1653,8.2697,26.6488,37.2847,bioemu,
AT1G80820,AT1G80820.1,0,depleted,1,completed,,0.2321,0.6323,5,21,98.0,332.0,0.98,1.0311,1.3626,11.5706,0.9717,2.2214,20.0432,0.1889,0.0094,9.8434,29.2817,15.2057,bioemu,
AT1G80910,AT1G80910.1,1,NS,2,completed,,0.254,0.8,1,59,39.0,497.0,0.78,6.4347,4.1585,23.8885,5.9756,7.4718,26.7152,1.7315,0.0648,8.6519,27.6599,18.0455,bioemu,
AT5G01210,AT5G01210.1,0,depleted,1,completed,,0.1984,0.4435,1,1,90.0,475.0,0.9,2.7792,2.9901,19.3195,1.9885,2.3389,24.1335,0.7594,0.0315,9.5705,28.5401,15.4083,bioemu,
AT5G01490,AT5G01490.1,0,depleted,2,completed,,0.3467,0.8888,5,42,32.0,454.0,0.64,5.7666,7.1364,51.908,18.8013,6.0312,26.0915,1.5482,0.0593,9.4581,30.0821,18.8431,bioemu,
AT5G01650,AT5G01650.3,1,HS,1,completed,,0.1405,0.1956,0,0,92.0,122.0,0.92,3.5341,3.0407,16.5287,2.3514,4.9496,14.0249,0.4211,0.03,8.8361,27.691,20.2606,bioemu,
AT5G01870,AT5G01870.1,0,depleted,1,completed,,0.1993,0.3762,0,0,89.0,116.0,0.89,5.2045,2.6247,18.2133,6.4809,4.3401,16.7338,1.5814,0.0945,8.9138,28.7098,30.3346,bioemu,
AT5G01920,AT5G01920.1,1,HS,1,completed,,0.1826,0.4303,1,1,42.0,495.0,0.42,16.6589,12.3972,75.1179,47.3074,16.5421,32.2946,4.1271,0.1278,8.598,27.7082,26.4768,bioemu,
AT5G02120,AT5G02120.1,1,HS,1,completed,,0.2789,0.3584,3,2,71.0,110.0,0.71,13.2989,5.1941,35.1729,15.9708,11.2231,32.4199,5.232,0.1614,5.5636,22.658,120.0718,bioemu,
AT5G02280,AT5G02280.1,1,NS,1,completed,,0.1536,0.2058,0,0,81.0,141.0,0.81,2.7865,2.1063,13.5659,2.8171,2.905,14.7969,0.3095,0.0209,9.0071,27.6983,19.5133,bioemu,
AT5G02490,AT5G02490.1,1,NS,2,completed,,0.3578,0.9778,2,157,33.0,653.0,0.66,18.5818,8.7578,41.1675,17.043,33.9749,31.2986,2.431,0.0777,9.6386,29.414,18.8515,bioemu,
AT5G02610,AT5G02610.2,1,HS,1,completed,,0.1858,0.3011,0,0,48.0,146.0,0.48,6.9545,3.476,19.3863,5.3416,8.8486,29.1984,1.8911,0.0648,7.6986,27.5598,73.3797,bioemu,
AT5G02690,AT5G02690.1,0,depleted,1,completed,,0.1779,0.2047,0,0,92.0,40.0,0.92,6.0683,1.9989,12.603,6.0683,6.0683,14.8845,2.3296,0.1565,5.7,23.4822,69.6013,bioemu,
AT5G02710,AT5G02710.2,0,depleted,3,completed,,0.3406,0.7498,3,45,64.0,176.0,0.64,14.6163,4.2105,29.0173,18.364,12.2902,29.5466,5.3674,0.1817,7.0341,24.3812,62.3322,bioemu,
AT5G03160,AT5G03160.1,0,depleted,2,completed,,0.3175,0.9033,5,61,39.0,482.0,0.78,8.678,6.5273,39.6306,19.4322,16.0409,48.5369,2.4643,0.0508,9.1037,30.7008,61.4197,bioemu,
AT5G03210,AT5G03210.2,0,depleted,3,completed,,0.5097,0.8666,3,33,69.0,89.0,0.69,16.7153,4.0424,33.3038,17.0248,15.6176,28.0021,5.9952,0.2141,5.3933,20.5192,110.7138,bioemu,
AT5G03300,AT5G03300.1,1,HS,1,completed,,0.1565,0.2591,0,0,99.0,345.0,0.99,1.5832,1.176,11.2476,2.8934,1.3215,19.0543,0.3849,0.0202,10.1333,29.4338,13.2244,bioemu,
AT5G03350,AT5G03350.1,1,NS,2,completed,,0.2778,0.6721,3,23,37.0,274.0,0.74,5.0706,4.0025,27.6652,11.1235,4.1474,20.6448,1.9884,0.0963,9.8978,28.193,19.5471,bioemu,
AT5G03520,AT5G03520.1,1,HS,1,completed,,0.2141,0.3555,0,0,91.0,216.0,0.91,6.7427,6.1827,34.6834,6.6427,12.8104,23.3155,2.4945,0.107,8.7407,27.5412,31.6262,bioemu,
AT5G03860,AT5G03860.1,0,depleted,1,completed,,0.1809,0.3317,0,0,94.0,562.0,0.94,1.0342,1.7993,20.47,3.2365,1.5665,23.8121,0.2011,0.0084,9.879,29.6986,12.6786,bioemu,
AT5G04230,AT5G04230.2,1,both,2,completed,,0.2279,0.59,12,24,48.0,698.0,0.96,2.2902,1.8539,23.649,4.741,2.0881,33.3919,0.8646,0.0259,9.7335,29.4975,20.0742,bioemu,
AT5G04238,AT5G04238.1,0,depleted,3,completed,,0.5938,0.6722,3,28,74.0,64.0,0.74,10.8599,2.2219,19.2009,10.5618,10.4748,19.2224,3.9581,0.2059,6.5312,26.3642,72.5511,bioemu,
AT5G04520,AT5G04520.1,1,NS,1,completed,,0.2318,0.6203,1,20,94.0,291.0,0.94,0.9614,1.0044,7.3774,0.7503,1.1652,19.0993,0.1765,0.0092,9.622,30.328,15.7526,bioemu,
AT5G04850,AT5G04850.2,1,HS,3,completed,,0.6201,0.9671,5,76,43.0,272.0,0.43,23.4757,6.6876,43.4349,24.5888,30.4751,40.1279,6.4526,0.1608,7.2941,27.4103,74.3934,bioemu,
AT5G04900,AT5G04900.1,1,NS,1,completed,,0.1638,0.2547,0,0,72.0,348.0,0.72,13.0911,6.9291,47.9839,26.3614,12.402,28.9619,4.4129,0.1524,9.1552,28.396,30.289,bioemu,
AT5G04950,AT5G04950.1,0,depleted,1,completed,,0.1391,0.1896,0,0,71.0,320.0,0.71,4.6756,5.0666,32.2936,3.9568,13.7565,20.5363,1.6039,0.0781,9.1937,28.71,16.5617,bioemu,
AT5G05000,AT5G05000.3,1,HS,1,completed,,0.2076,0.464,2,4,99.0,313.0,0.99,6.6924,3.296,22.4299,6.1444,11.4714,29.544,2.218,0.0751,8.8818,28.4773,35.0433,bioemu,
AT5G05230,AT5G05230.1,1,NS,3,completed,,0.5303,0.9383,8,83,8.0,363.0,0.08,27.6129,10.8021,62.3637,41.1793,23.719,44.1518,6.6752,0.1512,7.0248,23.9161,67.4837,bioemu,
AT5G05290,AT5G05290.1,0,depleted,1,completed,,0.2039,0.4523,1,5,94.0,255.0,0.94,4.2508,2.5577,16.882,7.1059,4.2673,22.0389,1.0709,0.0486,10.0314,28.6146,23.9359,bioemu,
AT5G05300,AT5G05300.1,0,depleted,1,completed,,0.2299,0.3929,2,3,73.0,102.0,0.73,15.443,2.6834,25.4587,14.6921,16.3285,25.7358,4.9653,0.1929,5.6863,22.7415,81.5993,bioemu,
AT5G05330,AT5G05330.1,0,depleted,2,completed,,0.2906,0.5747,7,16,26.0,220.0,0.52,23.414,9.1621,47.5419,29.0839,32.1556,39.4403,5.992,0.1519,7.3,27.326,88.852,bioemu,
AT5G05370,AT5G05370.1,0,depleted,1,completed,,0.1513,0.2011,0,0,95.0,72.0,0.95,6.9148,3.0608,18.6458,6.9163,5.7553,25.4906,2.9671,0.1164,6.8611,27.9048,113.4064,bioemu,
AT5G05410,AT5G05410.1,0,depleted,3,completed,,0.6514,0.9693,13,82,26.0,335.0,0.26,28.023,9.3341,56.7897,28.8298,41.1571,46.4064,8.637,0.1861,6.6866,23.7643,80.783,bioemu,
AT5G05470,AT5G05470.1,1,NS,2,completed,,0.3014,0.9531,2,56,44.0,344.0,0.88,7.4342,6.4067,44.6139,5.3509,16.9831,32.7406,2.4418,0.0746,8.9302,28.1966,39.1584,bioemu,
AT5G05540,AT5G05540.1,0,depleted,2,completed,,0.2468,0.9412,3,49,35.0,466.0,0.7,12.5757,10.6394,65.5639,12.7262,37.3548,29.9806,3.7655,0.1256,8.8326,27.6641,24.2384,bioemu,
AT5G05610,AT5G05610.1,1,HS,2,completed,,0.3928,0.8306,3,52,37.0,241.0,0.74,14.1955,4.414,26.0927,12.2855,15.8124,26.8266,3.439,0.1282,7.8589,25.9815,37.5252,bioemu,
AT5G05730,AT5G05730.2,1,NS,1,completed,,0.2112,0.5067,5,9,7.0,624.0,0.07,14.998,11.1181,77.3857,46.3283,12.8402,31.1044,4.3239,0.139,9.3429,27.7412,19.4836,bioemu,
AT5G05770,AT5G05770.1,0,depleted,2,completed,,0.4,0.7926,2,30,35.0,122.0,0.7,8.7709,5.9509,30.3079,8.793,10.7042,21.3227,3.2174,0.1509,7.5246,26.4908,46.831,bioemu,
AT5G06130,AT5G06130.2,1,HS,1,completed,,0.2343,0.4958,4,11,35.0,315.0,0.35,23.2945,10.9496,54.7627,42.1315,21.248,41.1609,6.9019,0.1677,7.1746,25.1118,67.5879,bioemu,
AT5G06140,AT5G06140.1,1,HS,1,completed,,0.225,0.8996,2,31,90.0,402.0,0.9,6.6642,4.1045,37.7073,12.6069,5.9622,31.6009,1.7274,0.0547,8.9154,30.5767,31.2164,bioemu,
AT5G06360,AT5G06360.1,1,HS,3,completed,,0.4141,0.7553,4,101,90.0,260.0,0.9,16.3795,4.7401,30.3681,23.0475,13.7158,37.1287,7.6182,0.2052,8.2923,27.7319,66.6279,bioemu,
AT5G06410,AT5G06410.1,0,depleted,1,completed,,0.2225,0.4178,1,2,59.0,252.0,0.59,16.7027,9.4376,48.3518,33.4583,14.5965,28.2642,5.1617,0.1826,7.7381,26.721,39.8367,bioemu,
AT5G06640,AT5G06640.1,0,depleted,3,completed,,0.9405,0.9971,2,663,100.0,689.0,1.0,59.1952,11.2608,88.9571,64.9608,86.4175,71.459,17.2554,0.2415,6.688,21.7438,93.1331,bioemu,
AT5G06770,AT5G06770.1,1,HS,3,completed,,0.6735,0.9224,4,115,31.0,240.0,0.31,21.3442,8.4231,51.2586,32.6627,23.4735,42.5233,10.3812,0.2441,7.3417,24.822,94.6788,bioemu,
AT5G07010,AT5G07010.1,1,both,1,completed,,0.1761,0.442,1,8,71.0,359.0,0.71,9.4229,6.4882,50.074,20.7513,8.1393,22.7757,2.2844,0.1003,8.7465,27.9403,18.1575,bioemu,
AT5G07030,AT5G07030.1,1,both,1,completed,,0.1784,0.5745,3,13,28.0,455.0,0.28,12.3482,6.799,48.1757,24.1584,9.1215,29.1922,5.4498,0.1867,10.2857,29.1465,23.536,bioemu,
AT5G07460,AT5G07460.1,1,HS,3,completed,,0.3864,0.9604,1,69,72.0,218.0,0.72,12.6979,6.2252,41.7062,20.6099,11.673,22.1658,4.2047,0.1897,8.8532,26.6258,28.3216,bioemu,
AT5G07571,AT5G07571.1,0,depleted,2,completed,,0.3288,0.6232,2,16,41.0,129.0,0.82,11.6845,4.7208,31.7839,13.5571,11.4964,31.3615,3.9961,0.1274,7.5349,30.7712,95.8106,bioemu,
AT5G07830,AT5G07830.1,1,HS,1,completed,,0.1648,0.4537,1,8,75.0,543.0,0.75,3.0804,3.5699,30.1854,8.1096,2.6958,26.907,0.6401,0.0238,9.8122,28.6947,16.7548,bioemu,
AT5G08080,AT5G08080.3,1,NS,3,completed,,0.455,0.8894,6,34,68.0,315.0,0.68,9.0001,6.4443,38.5863,14.7906,14.9126,37.9541,2.9354,0.0773,8.4063,30.3188,57.4669,bioemu,
AT5G08130,AT5G08130.8,1,HS,3,completed,,0.7827,0.9934,4,305,3.0,533.0,0.03,32.7461,8.0584,64.9735,31.5473,33.8356,65.2222,3.3465,0.0513,5.5009,21.0371,100.2936,bioemu,
AT5G08150,AT5G08150.1,0,depleted,3,completed,,0.9112,0.9856,1,144,23.0,144.0,0.23,25.8799,5.3434,46.7428,25.718,29.3648,48.7499,10.2101,0.2094,5.5278,21.8113,207.3938,bioemu,
AT5G08180,AT5G08180.1,1,NS,1,completed,,0.1928,0.5433,1,12,84.0,156.0,0.84,5.3807,4.0577,22.3335,8.4679,4.1961,15.8103,1.1675,0.0738,9.1026,28.2753,20.1357,bioemu,
AT5G08200,AT5G08200.1,1,HS,3,completed,,0.7822,0.9788,5,286,1.0,409.0,0.01,0.0,0.0,0.0,0.0,0.0,59.9233,0.0,0.0,5.3888,19.8154,110.3259,bioemu,
AT5G08390,AT5G08390.1,1,HS,3,completed,,0.5086,0.9829,3,379,100.0,839.0,1.0,50.7946,22.8932,100.3642,29.638,44.4529,69.7127,8.9009,0.1277,7.4899,23.4681,72.7899,bioemu,
AT5G08590,AT5G08590.2,1,HS,2,completed,,0.3571,0.9873,3,60,37.0,277.0,0.74,11.4607,5.4226,27.8738,8.3983,21.1724,21.9928,4.5405,0.2065,8.556,27.3586,21.9427,bioemu,
AT5G09230,AT5G09230.7,0,depleted,1,completed,,0.2652,0.561,5,13,83.0,376.0,0.83,6.9469,6.9894,45.3587,21.5304,5.6283,26.275,2.4828,0.0945,9.2447,27.7945,23.0731,bioemu,
AT5G09250,AT5G09250.2,1,NS,3,completed,,0.5192,0.9194,1,39,37.0,85.0,0.37,12.3453,3.8621,24.8567,12.5529,11.4048,23.4144,5.2067,0.2224,6.4471,21.8048,81.0508,bioemu,
AT5G09650,AT5G09650.1,1,HS,1,completed,,0.1559,0.2755,0,0,30.0,300.0,0.3,16.5219,7.485,53.2577,28.5384,15.9748,34.1467,5.5396,0.1622,8.7267,26.8208,48.8413,bioemu,
AT5G09830,AT5G09830.1,1,HS,3,completed,,0.4246,0.8159,1,29,98.0,93.0,0.98,4.356,3.0905,19.5519,3.5415,4.981,14.5074,1.3757,0.0948,8.4086,26.8069,28.4383,bioemu,
AT5G09900,AT5G09900.3,1,HS,2,completed,,0.3343,0.9229,4,87,18.0,462.0,0.36,10.708,9.0789,41.4813,6.0701,32.7087,35.6725,4.0888,0.1146,8.6061,28.6287,34.6126,bioemu,
AT5G09995,AT5G09995.2,0,depleted,2,completed,,0.371,0.7134,4,28,18.0,257.0,0.36,29.2408,10.0672,69.9938,44.9524,29.6885,49.7813,9.0647,0.1821,6.8249,27.6489,121.1739,bioemu,
AT5G10120,AT5G10120.1,0,depleted,3,completed,,0.4838,0.9019,13,75,21.0,471.0,0.21,24.6835,10.6898,51.0996,29.0088,40.3409,45.2459,5.107,0.1129,7.7197,26.9212,54.6196,bioemu,
AT5G10130,AT5G10130.1,0,depleted,1,completed,,0.2047,0.3455,1,2,94.0,164.0,0.94,3.5014,2.3864,15.1682,4.3591,3.7708,22.4351,0.8533,0.038,9.4756,28.6617,38.5677,bioemu,
AT5G10460,AT5G10460.1,0,depleted,1,completed,,0.1504,0.2489,0,0,95.0,306.0,0.95,1.3057,1.5499,15.459,2.4476,1.4087,19.7724,0.3286,0.0166,10.4575,30.0386,16.0549,bioemu,
AT5G10630,AT5G10630.4,1,HS,2,completed,,0.3448,0.9972,3,130,1.0,743.0,0.02,0.0,0.0,0.0,0.0,0.0,58.176,0.0,0.0,8.1238,25.0353,57.2413,bioemu,
AT5G11340,AT5G11340.1,0,depleted,1,completed,,0.1952,0.4401,2,9,100.0,164.0,1.0,2.0363,2.2572,14.8103,2.8292,2.2234,15.9456,0.329,0.0206,9.0366,27.4017,19.4827,bioemu,
AT5G11450,AT5G11450.2,1,HS,1,completed,,0.1917,0.5086,1,12,25.0,315.0,0.25,20.8062,9.9166,62.6559,38.1176,14.0882,35.5183,7.1678,0.2018,7.9365,25.5442,50.3273,bioemu,
AT5G11490,AT5G11490.2,1,HS,2,completed,,0.2534,0.8937,4,67,10.0,850.0,0.2,22.9496,9.8793,66.5149,29.0729,32.594,47.5802,4.0462,0.085,8.3624,27.8425,33.469,bioemu,
