geneID,transcript_id,class,condition,qc_fail,mrna_length,fA,fU,fG,fC,au_content,gc_content,di_AA,di_AU,di_AG,di_AC,di_UA,di_UU,di_UG,di_UC,di_GA,di_GU,di_GG,di_GC,di_CA,di_CU,di_CG,di_CC,utr5_length,utr3_length,cds_length,utr5_fraction,utr3_fraction,cds_fraction,utr3_au_content,rrach_count,rrach_per_kb,aaach_count,aaach_per_kb,mfe,mfe_per_nt,frac_paired,n_stemloops,n_stemloops_per_kb,long_3utr,ptc_proxy,bioemu_tier,bioemu_status,rmsf_mean,rmsf_std,rmsf_max,rmsf_nterm50,rmsf_cterm50,pass_rate,idr_percent,mean_disorder,max_disorder_window,n_idr_regions,longest_idr_region,isoform_source,event_type,cluster_id,split,n_residues,rg_mean,rg_std,rg_cv,contact_density,packing_density,sasa_per_residue,feature_source
AT1G79210,AT1G79210.1,0,depleted,False,1114,0.2773788150807899,0.3061041292639138,0.2145421903052064,0.2019748653500897,0.5834829443447038,0.4165170556552962,0.0979335130278526,0.0628930817610062,0.0610961365678346,0.0557053009883198,0.0413297394429469,0.1114106019766397,0.0763701707097933,0.0772686433063791,0.0664869721473495,0.0619946091644204,0.0521114106019766,0.0341419586702605,0.0718778077268643,0.0691823899371069,0.0251572327044025,0.0350404312668463,201,205,705,0.1804308797127468,0.1840215439856373,0.6328545780969479,0.6634,14,12.567324955116696,7,6.283662477558348,-291.3,-0.2614901256732496,0.614,27.0,24.23698384201077,0,0,1.0,not_run,,,,,,,0.85,0.2006,0.3697,1.0,2.0,canonical_fallback,,309.0,train,235.0,18.28745538893707,0.0,0.0,5.080851063829787,145.53191489361703,7.7106382978723405,af2_static
AT1G79470,AT1G79470.1,1,NS,False,1979,0.2723597776654876,0.2956038403233956,0.2455785750378979,0.1864578069732188,0.5679636179888833,0.4320363820111167,0.0889787664307381,0.070273003033367,0.0642062689585439,0.0490394337714863,0.0556117290192113,0.096056622851365,0.0798786653185035,0.0642062689585439,0.0788675429726997,0.0616784630940343,0.063700707785642,0.0414560161779575,0.0490394337714863,0.0677451971688574,0.0374115267947421,0.031850353892821,264,203,1509,0.1334007074279939,0.102577059120768,0.7625063163213744,0.7389,25,12.63264274886306,8,4.04244567963618,-556.6,-0.2812531581606872,0.6347,39.0,19.706922688226378,0,0,1.0,not_run,,,,,,,1.79,0.1761,0.4587,1.0,9.0,canonical_fallback,,700.0,train,503.0,24.193551984179333,0.0,0.0,5.09741550695825,143.69980119284295,7.556660039761431,af2_static
AT1G79690,AT1G79690.1,1,HS,False,2850,0.3091228070175438,0.2789473684210526,0.2175438596491228,0.1943859649122807,0.5880701754385965,0.4119298245614035,0.1038961038961039,0.0828360828360828,0.0761670761670761,0.0459810459810459,0.0582660582660582,0.0821340821340821,0.073008073008073,0.0656370656370656,0.0789750789750789,0.0473850473850473,0.0466830466830466,0.0445770445770445,0.0680940680940681,0.0666900666900666,0.0217620217620217,0.0379080379080379,314,217,2316,0.1101754385964912,0.0761403508771929,0.8126315789473684,0.7189,35,12.280701754385964,13,4.56140350877193,-763.8,-0.2679999999999999,0.6267,59.0,20.70175438596491,0,0,1.0,not_run,,,,,,,2.33,0.1716,0.5564,3.0,14.0,canonical_fallback,,849.0,train,772.0,29.716091015235264,0.0,0.0,4.954663212435233,156.3821243523316,7.941709844559585,af2_static
AT1G80030,AT1G80030.2,1,HS,False,2159,0.2816118573413617,0.2672533580361278,0.2403890690134321,0.2107457156090783,0.5488652153774896,0.4511347846225104,0.098239110287303,0.0639481000926784,0.0750695088044485,0.0444856348470806,0.0472659870250231,0.0787766450417052,0.0727525486561631,0.0685820203892493,0.0797034291010194,0.0579240037071362,0.0560704355885078,0.046802594995366,0.0565338276181649,0.0667284522706209,0.0366079703429101,0.0505097312326228,214,442,1500,0.0991199629458082,0.2047244094488189,0.6947660954145438,0.6244,26,12.04261232051876,8,3.705419175544234,-622.4,-0.2882816118573413,0.6142,39.0,18.06391848077814,0,0,2.0,completed,21.7087,14.5034,75.8064,58.861,27.7061,0.14,24.2,0.3975,0.9716,10.0,96.0,canonical_fallback,,704.0,train,500.0,61.2147,3.818,0.0624,7.856,25.3189,94.1784,bioemu
AT1G80360,AT1G80360.3,1,HS,False,1967,0.2811387900355871,0.2979156075241485,0.2491103202846975,0.1718352821555668,0.5790543975597356,0.4209456024402643,0.0961342828077314,0.0732451678535096,0.0712105798575788,0.0401831129196337,0.0574771108850457,0.0981688708036622,0.0859613428280773,0.0564598168870803,0.0762970498474059,0.0645981688708036,0.0666327568667344,0.0417090539165818,0.0513733468972533,0.0620549338758901,0.0249237029501525,0.0335707019328586,454,328,1182,0.2308083375699034,0.166751398068124,0.6009150991357397,0.6951,22,11.184544992374173,10,5.083884087442806,-571.2,-0.2903914590747331,0.6538,37.0,18.81037112353838,0,0,1.0,not_run,,,,,,,3.81,0.2201,0.5272,3.0,13.0,rmats_RI_overlap,RI,1213.0,train,394.0,21.329595491853585,0.0,0.0,5.0456852791878175,150.85786802030458,7.799492385786802,af2_static
AT1G80500,AT1G80500.2,1,NS,False,1177,0.2727272727272727,0.3372982158028887,0.1920135938827527,0.1979609175870858,0.6100254885301615,0.3899745114698386,0.0782312925170068,0.0901360544217687,0.0586734693877551,0.0450680272108843,0.0586734693877551,0.1301020408163265,0.0756802721088435,0.0731292517006802,0.0680272108843537,0.0586734693877551,0.0331632653061224,0.032312925170068,0.0680272108843537,0.0578231292517006,0.0246598639455782,0.0476190476190476,532,237,405,0.4519966015293118,0.2013593882752761,0.3440951571792693,0.6751,13,11.04502973661852,6,5.097706032285472,-286.77,-0.2436448598130841,0.61,18.0,15.293118096856414,0,0,1.0,not_run,,,,,,,0.0,0.1524,0.2301,0.0,0.0,rmats_A5SS_overlap_2candidates,A5SS,623.0,train,135.0,14.304912912434716,0.0,0.0,4.4148148148148145,142.98518518518517,7.977777777777778,af2_static
AT1G80650,AT1G80650.3,1,HS,False,1169,0.30196749358426,0.3139435414884516,0.2027373823781009,0.1813515825491873,0.6159110350727117,0.3840889649272883,0.0941780821917808,0.0821917808219178,0.0847602739726027,0.0410958904109589,0.0547945205479452,0.125,0.0659246575342465,0.0684931506849315,0.0873287671232876,0.0419520547945205,0.0342465753424657,0.0385273972602739,0.0659246575342465,0.0650684931506849,0.0171232876712328,0.0333904109589041,87,641,438,0.0744225834046193,0.5483319076133447,0.3746792130025663,0.6318,22,18.81950384944397,8,6.8434559452523525,-284.8,-0.2436270316509837,0.5988,24.0,20.53036783575706,0,0,3.0,completed,26.6373,5.6019,43.3361,30.4864,26.2717,0.49,90.41,0.7902,0.9409,2.0,126.0,rmats_RI_overlap,RI,652.0,train,146.0,36.078,12.8873,0.3572,6.3973,22.9959,112.0319,bioemu
AT1G80770,AT1G80770.6,1,HS,False,1778,0.2879640044994376,0.296400449943757,0.2199100112485939,0.1957255343082114,0.5843644544431946,0.4156355455568054,0.0951041080472706,0.0742824985931345,0.072594259988745,0.0461451885199774,0.0540236353404614,0.1001688238604389,0.0742824985931345,0.0680922903770399,0.0748452447945976,0.0495216657287563,0.0528981429375351,0.0427687113111986,0.0641530669667979,0.0720315137872819,0.020258863252673,0.0388294879009566,151,178,1446,0.0849268841394825,0.1001124859392575,0.813273340832396,0.7303,19,10.686164229471316,9,5.061867266591676,-465.3,-0.2616985376827896,0.6243,29.0,16.310461192350957,0,0,2.0,completed,17.8255,12.2997,65.2055,46.2147,14.1411,0.42,10.58,0.2176,0.8085,3.0,32.0,rmats_SE_overlap_5candidates,SE,712.0,train,482.0,37.8167,6.2511,0.1653,8.2697,26.6488,37.2847,bioemu
AT1G80820,AT1G80820.1,0,depleted,False,1510,0.2973509933774834,0.2682119205298013,0.2033112582781457,0.2311258278145695,0.5655629139072847,0.4344370860927152,0.099403578528827,0.0662690523525513,0.0616302186878727,0.0702451954937044,0.0622929092113982,0.0828363154406892,0.0536779324055666,0.0689198144466534,0.0715705765407554,0.0497017892644135,0.0404241219350563,0.0417495029821073,0.0636182902584493,0.0695825049701789,0.0477137176938369,0.050364479787939,172,339,996,0.1139072847682119,0.2245033112582781,0.6596026490066225,0.7168,23,15.2317880794702,6,3.9735099337748334,-422.5,-0.2798013245033112,0.6291,24.0,15.894039735099335,0,0,1.0,not_run,,,,,,,9.64,0.2321,0.6323,5.0,21.0,canonical_fallback,,2.0,train,332.0,21.34366330552244,0.0,0.0,4.9879518072289155,147.25301204819277,7.759036144578313,af2_static
AT1G80910,AT1G80910.1,1,NS,False,2080,0.2951923076923077,0.2807692307692307,0.2283653846153846,0.1956730769230769,0.5759615384615384,0.4240384615384615,0.0966810966810966,0.0654160654160654,0.0779220779220779,0.0553150553150553,0.0524290524290524,0.0947570947570947,0.0683020683020683,0.0649350649350649,0.0846560846560846,0.0548340548340548,0.05002405002405,0.0389610389610389,0.0615680615680615,0.0658970658970659,0.0317460317460317,0.0365560365560365,326,260,1491,0.1567307692307692,0.125,0.7168269230769231,0.6885,25,12.019230769230768,7,3.3653846153846154,-564.6,-0.2714423076923077,0.6019,38.0,18.26923076923077,0,0,2.0,completed,6.4347,4.1585,23.8885,5.9756,7.4718,0.78,11.87,0.254,0.8,1.0,59.0,canonical_fallback,,691.0,train,497.0,26.7152,1.7315,0.0648,8.6519,27.6599,18.0455,bioemu
AT5G01210,AT5G01210.1,0,depleted,False,1802,0.2513873473917869,0.2746947835738069,0.223085460599334,0.2508324084350721,0.5260821309655938,0.4739178690344062,0.0771793448084397,0.0605219322598556,0.0527484730705163,0.0605219322598556,0.0449750138811771,0.0893947806774014,0.0488617434758467,0.0916157690172126,0.0816213214880621,0.0549694614103275,0.0455302609661299,0.0410882842865074,0.0477512493059411,0.0694058856191005,0.0760688506385341,0.0577456968350916,80,294,1425,0.0443951165371809,0.1631520532741398,0.790788013318535,0.6905,14,7.769145394006659,9,4.994450610432852,-517.4,-0.2871254162042175,0.5949,32.0,17.758046614872363,0,0,1.0,not_run,,,,,,,0.21,0.1984,0.4435,1.0,1.0,canonical_fallback,,818.0,train,475.0,24.143818714943425,0.0,0.0,4.741052631578947,147.5284210526316,7.76,af2_static
AT5G01490,AT5G01490.1,0,depleted,False,1688,0.2565165876777251,0.3204976303317535,0.216824644549763,0.2061611374407582,0.5770142180094787,0.4229857819905213,0.0735032602252519,0.0770598695909899,0.0539419087136929,0.0521636040308239,0.0551274451689389,0.1072910491997628,0.0746887966804979,0.0835803200948429,0.0711321873147599,0.0610551274451689,0.0480142264374629,0.0367516301126259,0.0569057498518079,0.0752815649081209,0.0403082394783639,0.0331950207468879,137,186,1362,0.0811611374407583,0.1101895734597156,0.806872037914692,0.7903,18,10.66350710900474,7,4.146919431279621,-468.5,-0.2775473933649289,0.6398,28.0,16.587677725118485,0,0,2.0,completed,5.7666,7.1364,51.908,18.8013,6.0312,0.64,22.69,0.3467,0.8888,5.0,42.0,canonical_fallback,,97.0,train,454.0,26.0915,1.5482,0.0593,9.4581,30.0821,18.8431,bioemu
AT5G01650,AT5G01650.3,1,HS,False,1064,0.287593984962406,0.3157894736842105,0.1926691729323308,0.2039473684210526,0.6033834586466166,0.3966165413533835,0.090310442144873,0.090310442144873,0.0489181561618062,0.057384760112888,0.077140169332079,0.0921919096895578,0.0686735653809971,0.0780809031044214,0.0611476952022577,0.057384760112888,0.0413922859830667,0.0329256820319849,0.0592662276575729,0.0761994355597366,0.0338664158043273,0.0348071495766698,78,617,366,0.0733082706766917,0.5798872180451128,0.343984962406015,0.6548,13,12.218045112781954,5,4.699248120300752,-247.8,-0.2328947368421052,0.6071,18.0,16.917293233082706,0,0,1.0,not_run,,,,,,,0.0,0.1405,0.1956,0.0,0.0,rmats_SE_overlap_3candidates,SE,37.0,train,116.0,14.601784267842232,0.0,0.0,4.362068965517241,129.48275862068965,7.396551724137931,af2_static
AT5G01870,AT5G01870.1,0,depleted,False,693,0.2842712842712843,0.2929292929292929,0.2106782106782107,0.2121212121212121,0.5772005772005772,0.4227994227994228,0.0780346820809248,0.0736994219653179,0.0809248554913294,0.0520231213872832,0.0751445086705202,0.0867052023121387,0.0679190751445086,0.0635838150289017,0.0592485549132947,0.0606936416184971,0.0361271676300578,0.0549132947976878,0.0722543352601156,0.0722543352601156,0.0260115606936416,0.0404624277456647,106,236,348,0.1529581529581529,0.3405483405483405,0.5021645021645021,0.6653,8,11.544011544011545,4,5.772005772005772,-176.4,-0.2545454545454546,0.6176,12.0,17.316017316017316,0,0,1.0,not_run,,,,,,,0.0,0.1993,0.3762,0.0,0.0,canonical_fallback,,452.0,test,116.0,20.073843841055602,0.0,0.0,4.060344827586207,119.10344827586206,7.379310344827586,af2_static
AT5G01920,AT5G01920.1,1,HS,False,1895,0.2279683377308707,0.2744063324538258,0.2390501319261213,0.258575197889182,0.5023746701846966,0.4976253298153034,0.0591341077085533,0.0575501583949313,0.0659978880675818,0.0448785638859556,0.0348468848996832,0.0839493136219641,0.0644139387539598,0.0913410770855332,0.0744456177402323,0.0469904963041182,0.0591341077085533,0.0586061246040126,0.0596620908130939,0.0860612460401267,0.0491024287222808,0.0638859556494192,47,360,1485,0.0248021108179419,0.1899736147757255,0.783641160949868,0.5972,15,7.915567282321899,2,1.0554089709762533,-615.6,-0.3248548812664907,0.6364,34.0,17.941952506596305,0,0,1.0,not_run,,,,,,,0.2,0.1826,0.4303,1.0,1.0,canonical_fallback,,692.0,test,495.0,28.20384559776428,0.0,0.0,4.321212121212121,136.989898989899,7.83030303030303,af2_static
AT5G02120,AT5G02120.1,1,HS,False,526,0.2908745247148289,0.3022813688212927,0.1939163498098859,0.2129277566539923,0.5931558935361216,0.4068441064638783,0.1047619047619047,0.0742857142857142,0.0514285714285714,0.0609523809523809,0.0419047619047619,0.0933333333333333,0.0685714285714285,0.099047619047619,0.0685714285714285,0.0628571428571428,0.0361904761904761,0.0266666666666666,0.0742857142857142,0.0723809523809523,0.0380952380952381,0.0266666666666666,53,140,330,0.1007604562737642,0.2661596958174905,0.6273764258555133,0.6786,10,19.011406844106464,3,5.703422053231939,-126.9,-0.241254752851711,0.6084,10.0,19.011406844106464,0,0,1.0,not_run,,,,,,,3.64,0.2789,0.3584,3.0,2.0,canonical_fallback,,394.0,train,110.0,27.497536801381834,0.0,0.0,2.809090909090909,94.23636363636363,7.672727272727273,af2_static
AT5G02280,AT5G02280.1,1,NS,False,661,0.2526475037821483,0.3449319213313161,0.2012102874432677,0.2012102874432677,0.5975794251134644,0.4024205748865355,0.0651515151515151,0.0787878787878787,0.0575757575757575,0.0515151515151515,0.0545454545454545,0.1257575757575757,0.0787878787878787,0.0848484848484848,0.0772727272727272,0.053030303030303,0.0378787878787878,0.0333333333333333,0.0545454545454545,0.0878787878787878,0.0272727272727272,0.0318181818181818,79,156,423,0.1195158850226928,0.2360060514372163,0.6399394856278366,0.6538,7,10.59001512859304,0,0.0,-169.5,-0.25642965204236,0.6142,10.0,15.1285930408472,0,0,1.0,not_run,,,,,,,0.0,0.1536,0.2058,0.0,0.0,canonical_fallback,,686.0,val,141.0,14.993906718489395,0.0,0.0,4.382978723404255,143.3049645390071,7.964539007092198,af2_static
AT5G02490,AT5G02490.1,1,NS,False,2485,0.2764587525150905,0.2808853118712273,0.2362173038229376,0.2064386317907444,0.5573440643863179,0.4426559356136821,0.0865539452495974,0.0575684380032206,0.0772946859903381,0.0551529790660225,0.03743961352657,0.0873590982286634,0.0801127214170692,0.0760869565217391,0.0897745571658615,0.0579710144927536,0.0503220611916264,0.037842190016103,0.0623993558776167,0.0780998389694041,0.0285829307568438,0.03743961352657,262,261,1959,0.1054325955734406,0.1050301810865191,0.7883299798792757,0.6858,40,16.09657947686117,12,4.828973843058351,-728.5,-0.293158953722334,0.635,48.0,19.315895372233403,0,0,2.0,completed,18.5818,8.7578,41.1675,17.043,33.9749,0.66,24.81,0.3578,0.9778,2.0,157.0,canonical_fallback,,964.0,train,653.0,31.2986,2.431,0.0777,9.6386,29.414,18.8515,bioemu
AT5G02610,AT5G02610.2,1,HS,False,827,0.3010882708585248,0.3010882708585248,0.2067714631197098,0.1910519951632406,0.6021765417170496,0.3978234582829504,0.1041162227602905,0.0774818401937046,0.0835351089588377,0.0351089588377723,0.0532687651331719,0.1077481840193704,0.0544794188861985,0.085956416464891,0.0786924939467312,0.0520581113801452,0.0399515738498789,0.036319612590799,0.0653753026634382,0.0641646489104116,0.0290556900726392,0.0326876513317191,133,253,438,0.1608222490931076,0.3059250302297461,0.5296251511487303,0.6838,5,6.045949214026603,1,1.2091898428053205,-208.6,-0.2522370012091898,0.6626,15.0,18.13784764207981,0,0,1.0,not_run,,,,,,,0.0,0.1858,0.3011,0.0,0.0,rmats_SE_overlap,SE,89.0,train,123.0,29.3967495010994,0.0,0.0,3.658536585365854,127.2520325203252,8.195121951219512,af2_static
AT5G02690,AT5G02690.1,0,depleted,False,360,0.3027777777777777,0.3361111111111111,0.2111111111111111,0.15,0.6388888888888888,0.3611111111111111,0.1058495821727019,0.1030640668523676,0.0612813370473537,0.0306406685236768,0.0891364902506963,0.1002785515320334,0.0807799442896936,0.0668523676880222,0.0557103064066852,0.0696378830083565,0.0501392757660167,0.0362116991643454,0.0529247910863509,0.064066852367688,0.0167130919220055,0.0167130919220055,109,128,120,0.3027777777777777,0.3555555555555555,0.3333333333333333,0.6562,6,16.666666666666668,4,11.11111111111111,-78.7,-0.2186111111111111,0.6056,2.0,5.555555555555555,0,0,1.0,not_run,,,,,,,0.0,0.1779,0.2047,0.0,0.0,canonical_fallback,,51.0,train,40.0,17.755025374334018,0.0,0.0,3.75,118.45,8.125,af2_static
AT5G02710,AT5G02710.2,0,depleted,False,1778,0.3048368953880765,0.2868391451068616,0.2052868391451068,0.203037120359955,0.5916760404949382,0.4083239595050618,0.108610016882386,0.0787844682048396,0.0602138435565559,0.0574001125492402,0.0596510973550928,0.0945413618458075,0.0720315137872819,0.0607765897580191,0.0697805289814293,0.0517726505346088,0.0360157568936409,0.0472706809229037,0.0669667979741136,0.0613393359594822,0.0371412492965672,0.0377039954980303,165,1082,528,0.092800899887514,0.608548931383577,0.296962879640045,0.6165,26,14.623172103487065,10,5.62429696287964,-430.7,-0.2422384701912261,0.6153,28.0,15.748031496062993,1,0,3.0,completed,14.6163,4.2105,29.0173,18.364,12.2902,0.64,30.68,0.3406,0.7498,3.0,45.0,canonical_fallback,,584.0,train,176.0,29.5466,5.3674,0.1817,7.0341,24.3812,62.3322,bioemu
AT5G03160,AT5G03160.1,0,depleted,False,1768,0.3054298642533937,0.2788461538461538,0.2262443438914027,0.1894796380090497,0.5842760180995475,0.4157239819004525,0.1182795698924731,0.0735710243350311,0.0730050933786078,0.0407470288624787,0.0441426146010186,0.086021505376344,0.0713073005093378,0.0775325410299943,0.0837577815506508,0.0447085455574419,0.0486700622524052,0.0492359932088285,0.0594227504244482,0.0741369552914544,0.0333899264289756,0.0220713073005093,185,134,1446,0.1046380090497737,0.0757918552036199,0.8178733031674208,0.7164,26,14.705882352941176,7,3.959276018099548,-477.5,-0.270079185520362,0.6278,33.0,18.665158371040725,0,0,2.0,completed,8.678,6.5273,39.6306,19.4322,16.0409,0.78,18.26,0.3175,0.9033,5.0,61.0,canonical_fallback,,715.0,train,482.0,48.5369,2.4643,0.0508,9.1037,30.7008,61.4197,bioemu
AT5G03210,AT5G03210.2,0,depleted,False,877,0.3169897377423033,0.3204104903078677,0.1710376282782212,0.1915621436716077,0.637400228050171,0.3625997719498289,0.1210045662100456,0.093607305936073,0.0376712328767123,0.0639269406392694,0.069634703196347,0.1084474885844748,0.0627853881278538,0.0799086757990867,0.0593607305936073,0.0616438356164383,0.0296803652968036,0.0205479452054794,0.0673515981735159,0.0570776255707762,0.0399543378995433,0.0273972602739726,141,466,267,0.1607753705815279,0.5313568985176739,0.3044469783352337,0.676,19,21.664766248574686,9,10.262257696693272,-204.2,-0.2328392246294184,0.5792,17.0,19.384264538198405,0,0,3.0,completed,16.7153,4.0424,33.3038,17.0248,15.6176,0.69,43.82,0.5097,0.8666,3.0,33.0,canonical_fallback,,500.0,train,89.0,28.0021,5.9952,0.2141,5.3933,20.5192,110.7138,bioemu
AT5G03300,AT5G03300.1,1,HS,False,1982,0.2961654894046417,0.281029263370333,0.2174571140262361,0.2053481331987891,0.5771947527749748,0.4228052472250252,0.0918727915194346,0.0827864714790509,0.0646138313982837,0.0570418980312973,0.0565371024734982,0.0812720848056537,0.0762241292276627,0.0671378091872791,0.0762241292276627,0.0509843513377082,0.0494699646643109,0.0403836446239273,0.0716809692074709,0.0661282180716809,0.0272589601211509,0.0403836446239273,131,813,1035,0.0660948536831483,0.4101917255297679,0.5221997981836529,0.631,29,14.631685166498489,11,5.549949545913219,-558.1,-0.2815842583249243,0.6357,35.0,17.658930373360242,0,0,1.0,not_run,,,,,,,0.0,0.1565,0.2591,0.0,0.0,rmats_A3SS_overlap_3candidates,A3SS,1252.0,train,345.0,19.137010480428923,0.0,0.0,5.243478260869566,151.84057971014494,7.707246376811594,af2_static
AT5G03350,AT5G03350.1,1,NS,False,1061,0.2582469368520264,0.3034872761545711,0.1960414703110273,0.2422243166823751,0.5617342130065975,0.4382657869934024,0.090566037735849,0.0518867924528301,0.0537735849056603,0.0622641509433962,0.0424528301886792,0.110377358490566,0.0669811320754717,0.0839622641509433,0.060377358490566,0.0575471698113207,0.0415094339622641,0.0358490566037735,0.0650943396226415,0.0830188679245283,0.0339622641509433,0.060377358490566,42,194,822,0.0395852968897266,0.1828463713477851,0.7747408105560791,0.6598,23,21.67766258246937,14,13.195098963242224,-277.7,-0.2617342130065975,0.6089,18.0,16.96512723845429,0,0,2.0,completed,5.0706,4.0025,27.6652,11.1235,4.1474,0.74,18.98,0.2778,0.6721,3.0,23.0,canonical_fallback,,688.0,train,274.0,20.6448,1.9884,0.0963,9.8978,28.193,19.5471,bioemu
AT5G03520,AT5G03520.1,1,HS,False,1312,0.3109756097560975,0.3041158536585366,0.205030487804878,0.1798780487804878,0.6150914634146342,0.3849085365853658,0.11441647597254,0.0808543096872616,0.0671243325705568,0.0488176964149504,0.0564454614797864,0.1083142639206712,0.068649885583524,0.0709382151029748,0.072463768115942,0.053394355453852,0.0411899313501144,0.0373760488176964,0.0678871090770404,0.0617848970251716,0.0282227307398932,0.0221205186880244,368,293,648,0.2804878048780488,0.2233231707317073,0.4939024390243902,0.6553,21,16.006097560975608,10,7.621951219512195,-329.1,-0.2508384146341463,0.628,26.0,19.817073170731707,0,0,1.0,not_run,,,,,,,0.0,0.2141,0.3555,0.0,0.0,rmats_A5SS_overlap_2candidates,A5SS,1.0,test,216.0,25.786050603236042,0.0,0.0,4.287037037037037,135.88425925925927,7.810185185185185,af2_static
AT5G03860,AT5G03860.1,0,depleted,False,2025,0.2819753086419753,0.262716049382716,0.2503703703703703,0.2049382716049382,0.5446913580246914,0.4553086419753086,0.0795454545454545,0.0721343873517786,0.0800395256916996,0.0499011857707509,0.0474308300395256,0.0775691699604743,0.0731225296442687,0.0647233201581027,0.0914031620553359,0.0543478260869565,0.0597826086956521,0.0449604743083003,0.0637351778656126,0.058794466403162,0.0375494071146245,0.0449604743083003,159,177,1686,0.0785185185185185,0.0874074074074074,0.8325925925925926,0.6949,23,11.358024691358024,5,2.469135802469136,-599.3,-0.2959506172839506,0.64,39.0,19.25925925925926,0,0,1.0,not_run,,,,,,,0.0,0.1809,0.3317,0.0,0.0,canonical_fallback,,938.0,train,562.0,23.76615942096171,0.0,0.0,5.026690391459074,158.84341637010675,8.0,af2_static
AT5G04230,AT5G04230.2,1,both,False,2485,0.2631790744466801,0.2631790744466801,0.2402414486921529,0.2334004024144869,0.5263581488933602,0.4736418511066398,0.0768921095008051,0.0652173913043478,0.0632045088566827,0.0579710144927536,0.0523349436392914,0.072463768115942,0.0623993558776167,0.0756843800322061,0.0752818035426731,0.0535426731078905,0.0595813204508856,0.0519323671497584,0.0583735909822866,0.072061191626409,0.0551529790660225,0.0479066022544283,197,191,2094,0.0792756539235412,0.076861167002012,0.8426559356136821,0.644,34,13.682092555331993,14,5.633802816901409,-762.3,-0.3067605633802817,0.6205,41.0,16.4989939637827,0,0,2.0,completed,2.2902,1.8539,23.649,4.741,2.0881,0.96,11.17,0.2279,0.59,12.0,24.0,canonical_fallback,,11.0,train,698.0,33.3919,0.8646,0.0259,9.7335,29.4975,20.0742,bioemu
AT5G04238,AT5G04238.1,0,depleted,False,195,0.3641025641025641,0.1948717948717948,0.2615384615384615,0.1794871794871795,0.558974358974359,0.441025641025641,0.1546391752577319,0.0618556701030927,0.0773195876288659,0.0670103092783505,0.0309278350515463,0.056701030927835,0.056701030927835,0.0515463917525773,0.1082474226804123,0.0463917525773195,0.0618556701030927,0.0463917525773195,0.0670103092783505,0.0309278350515463,0.0670103092783505,0.0154639175257731,0,50,192,0.0,0.2564102564102564,0.9846153846153848,0.52,2,10.256410256410255,0,0.0,-37.8,-0.1938461538461538,0.5231,4.0,20.51282051282051,0,0,3.0,completed,10.8599,2.2219,19.2009,10.5618,10.4748,0.74,92.19,0.5938,0.6722,3.0,28.0,canonical_fallback,,489.0,train,64.0,19.2224,3.9581,0.2059,6.5312,26.3642,72.5511,bioemu
AT5G04520,AT5G04520.1,1,NS,False,1044,0.2720306513409962,0.2681992337164751,0.239463601532567,0.2203065134099616,0.5402298850574713,0.4597701149425287,0.0814956855225311,0.0632790028763183,0.0699904122722914,0.0565675934803451,0.0431447746883988,0.0853307766059443,0.0757430488974113,0.0642377756471716,0.0795781399808245,0.0479386385426653,0.0517737296260786,0.0604026845637583,0.0671140939597315,0.071907957813998,0.0421860019175455,0.0393096836049856,41,127,873,0.0392720306513409,0.121647509578544,0.8362068965517241,0.6378,13,12.452107279693486,4,3.8314176245210727,-289.2,-0.2770114942528735,0.6169,16.0,15.32567049808429,0,0,1.0,not_run,,,,,,,6.87,0.2318,0.6203,1.0,20.0,rmats_A5SS_overlap,A5SS,1129.0,train,291.0,19.203915600192584,0.0,0.0,4.680412371134021,153.36082474226805,7.883161512027492,af2_static
AT5G04850,AT5G04850.2,1,HS,False,1133,0.2974404236540159,0.2912621359223301,0.2277140335392762,0.1835834068843777,0.588702559576346,0.411297440423654,0.092756183745583,0.0839222614840989,0.0795053003533568,0.0406360424028268,0.058303886925795,0.0856890459363957,0.0821554770318021,0.0653710247349823,0.0945229681978798,0.0424028268551236,0.043286219081272,0.0477031802120141,0.0521201413427561,0.0786219081272084,0.0229681978798586,0.0300353356890459,87,227,816,0.0767872903795233,0.2003530450132392,0.7202118270079435,0.6696,12,10.59135039717564,4,3.53045013239188,-303.6,-0.2679611650485437,0.6514,18.0,15.88702559576346,0,0,3.0,completed,23.4757,6.6876,43.4349,24.5888,30.4751,0.43,61.03,0.6201,0.9671,5.0,76.0,rmats_RI_overlap,RI,204.0,train,272.0,40.1279,6.4526,0.1608,7.2941,27.4103,74.3934,bioemu
AT5G04900,AT5G04900.1,1,NS,False,1400,0.28,0.2942857142857142,0.2285714285714285,0.1971428571428571,0.5742857142857143,0.4257142857142857,0.0929235167977126,0.0729092208720514,0.0671908506075768,0.0471765546819156,0.0564689063616869,0.0864903502501787,0.080771979985704,0.0700500357398141,0.0657612580414581,0.0629020729092208,0.0514653323802716,0.0486061472480343,0.0650464617583988,0.0714796283059328,0.0293066476054324,0.0314510364546104,52,301,1044,0.0371428571428571,0.215,0.7457142857142857,0.6877,16,11.428571428571429,8,5.714285714285714,-378.7,-0.2705,0.6443,28.0,20.0,0,0,1.0,not_run,,,,,,,0.0,0.1638,0.2547,0.0,0.0,rmats_A3SS_overlap,A3SS,1231.0,train,348.0,25.336067355723664,0.0,0.0,4.431034482758621,133.73275862068965,7.692528735632184,af2_static
