geneID,transcript_id,class,condition,qc_fail,idr_percent,mean_disorder,max_disorder_window,n_idr_regions,longest_idr_region,protein_length,aiupred_status,bioemu_tier,bioemu_n_conf
AT1G70880,AT1G70880.1,0,depleted,False,29.56,0.4522,0.6325,6,13,159,computed,2,50
AT1G71040,AT1G71040.1,1,NS,False,0.52,0.1842,0.4447,3,1,581,computed,1,0
AT1G71740,AT1G71740.1,0,depleted,False,4.62,0.1779,0.3467,1,6,130,computed,1,0
AT1G71790,AT1G71790.1,1,both,False,0.39,0.1556,0.3085,1,1,256,computed,1,0
AT1G72010,AT1G72010.1,1,HS,False,84.8,0.8105,0.9865,2,245,375,computed,3,100
AT1G72550,AT1G72550.1,1,HS,False,0.0,0.1563,0.3026,0,0,598,computed,1,0
AT1G72610,AT1G72610.1,0,depleted,False,0.48,0.1602,0.3399,1,1,208,computed,1,0
AT1G72680,AT1G72680.1,1,HS,False,1.69,0.1529,0.3648,1,6,355,computed,1,0
AT1G72930,AT1G72930.1,1,NS,False,0.0,0.1682,0.282,0,0,176,computed,1,0
AT1G73060,AT1G73060.1,1,HS,False,0.0,0.1795,0.358,0,0,358,computed,1,0
AT1G73220,AT1G73220.1,0,depleted,False,11.87,0.2803,0.9172,6,49,539,computed,2,50
AT1G73230,AT1G73230.1,1,HS,False,63.64,0.6319,0.9481,2,62,165,computed,3,100
AT1G73350,AT1G73350.5,1,NS,False,97.18,0.8189,0.9962,3,163,213,computed,3,100
AT1G73380,AT1G73380.1,0,depleted,False,0.69,0.1626,0.3988,1,3,434,computed,1,0
AT1G73540,AT1G73540.1,0,depleted,False,0.0,0.1768,0.2304,0,0,198,computed,1,0
AT1G73600,AT1G73600.2,1,NS,False,3.37,0.1725,0.5599,2,12,504,computed,1,0
AT1G73840,AT1G73840.1,1,NS,False,94.85,0.9182,0.9999,4,326,388,computed,3,100
AT1G73965,AT1G73965.1,0,depleted,False,40.19,0.4806,0.7608,3,32,107,computed,3,100
AT1G74060,AT1G74060.1,1,HS,False,51.07,0.5143,0.8669,3,83,233,computed,3,100
AT1G74090,AT1G74090.1,1,both,False,13.14,0.2656,0.8614,1,46,350,computed,2,50
AT1G74100,AT1G74100.1,1,both,False,5.62,0.1971,0.6548,1,19,338,computed,1,0
AT1G74210,AT1G74210.1,0,depleted,False,4.34,0.1911,0.5903,4,10,392,computed,1,0
AT1G74280,AT1G74280.1,0,depleted,False,11.29,0.2474,0.7392,4,23,372,computed,2,50
AT1G74450,AT1G74450.1,0,depleted,False,27.71,0.3577,0.7555,7,35,397,computed,2,50
AT1G74640,AT1G74640.1,1,NS,False,0.0,0.154,0.2463,0,0,370,computed,1,0
AT1G74930,AT1G74930.1,0,depleted,False,32.31,0.3584,0.6672,5,22,195,computed,3,100
AT1G75100,AT1G75100.1,1,NS,False,77.57,0.7342,0.9985,4,327,651,computed,3,100
AT1G75190,AT1G75190.1,1,NS,False,100.0,0.9953,0.9997,1,131,131,computed,3,100
AT1G75830,AT1G75830.1,0,depleted,False,11.25,0.2251,0.4587,1,9,80,computed,2,50
AT1G76020,AT1G76020.1,0,depleted,False,3.11,0.1705,0.4223,1,7,225,computed,1,0
AT1G76150,AT1G76150.1,1,HS,False,2.27,0.1901,0.4083,2,4,309,computed,1,0
AT1G76185,AT1G76185.1,0,depleted,False,66.98,0.5762,0.7143,3,39,106,computed,3,100
AT1G76650,AT1G76650.1,0,depleted,False,40.68,0.4531,0.9438,1,72,177,computed,3,100
AT1G76680,AT1G76680.2,1,HS,False,2.27,0.2391,0.41,2,7,397,computed,1,0
AT1G76860,AT1G76860.1,0,depleted,False,7.14,0.2054,0.4024,1,7,98,computed,1,0
AT1G76970,AT1G76970.2,0,depleted,False,55.16,0.5882,0.9994,5,195,446,computed,3,100
AT1G77090,AT1G77090.1,0,depleted,False,9.62,0.2595,0.6103,4,21,260,computed,1,0
AT1G77120,AT1G77120.1,1,HS,False,0.0,0.1662,0.2942,0,0,379,computed,1,0
AT1G77122,AT1G77122.1,0,depleted,False,28.17,0.3812,0.9507,1,91,323,computed,2,50
AT1G77540,AT1G77540.1,0,depleted,False,24.56,0.2826,0.6038,1,28,114,computed,2,50
AT1G77610,AT1G77610.1,0,depleted,False,11.9,0.2832,0.846,3,30,336,computed,2,50
AT1G77680,AT1G77680.1,1,NS,False,20.0,0.3041,0.9981,2,144,1055,computed,2,50
AT1G77750,AT1G77750.1,0,depleted,False,39.61,0.4492,0.8693,3,50,154,computed,3,100
AT1G77855,AT1G77855.1,0,depleted,False,2.21,0.2307,0.4187,1,7,317,computed,1,0
AT1G77930,AT1G77930.3,1,HS,False,0.0,0.1618,0.2612,0,0,206,computed,1,0
AT1G78010,AT1G78010.1,1,HS,False,0.0,0.1579,0.3234,0,0,560,computed,1,0
AT1G78020,AT1G78020.1,1,HS,False,75.93,0.7166,0.912,5,53,162,computed,3,100
AT1G78060,AT1G78060.1,1,HS,False,2.22,0.1833,0.5287,5,8,767,computed,1,0
AT1G78140,AT1G78140.1,0,depleted,False,0.0,0.1523,0.2338,0,0,355,computed,1,0
AT1G78370,AT1G78370.1,1,both,False,0.0,0.151,0.2192,0,0,217,computed,1,0
AT1G78580,AT1G78580.1,1,HS,False,20.7,0.3215,0.9988,8,96,942,computed,2,50
AT1G78620,AT1G78620.2,1,both,False,9.36,0.2678,0.6271,6,14,342,computed,1,0
AT1G78915,AT1G78915.3,0,depleted,False,30.86,0.3562,0.8362,6,55,405,computed,3,100
AT1G78995,AT1G78995.1,1,NS,False,28.93,0.381,0.7504,3,43,159,computed,2,50
AT1G79170,AT1G79170.1,0,depleted,False,100.0,0.9278,0.9958,1,84,84,computed,3,100
AT1G79200,AT1G79200.1,1,both,False,65.41,0.698,0.9994,1,104,159,computed,3,100
AT1G79210,AT1G79210.1,0,depleted,False,0.85,0.2006,0.3697,1,2,235,computed,1,0
AT1G79470,AT1G79470.1,1,NS,False,1.79,0.1761,0.4587,1,9,503,computed,1,0
AT1G79690,AT1G79690.1,1,HS,False,2.33,0.1716,0.5564,3,14,772,computed,1,0
AT1G80030,AT1G80030.2,1,HS,False,24.2,0.3975,0.9716,10,96,500,computed,2,50
AT1G80360,AT1G80360.3,1,HS,False,3.81,0.2201,0.5272,3,13,394,computed,1,0
AT1G80500,AT1G80500.2,1,NS,False,0.0,0.1524,0.2301,0,0,135,computed,1,0
AT1G80650,AT1G80650.3,1,HS,False,90.41,0.7902,0.9409,2,126,146,computed,3,100
AT1G80770,AT1G80770.6,1,HS,False,10.58,0.2176,0.8085,3,32,482,computed,2,50
AT1G80820,AT1G80820.1,0,depleted,False,9.64,0.2321,0.6323,5,21,332,computed,1,0
AT1G80910,AT1G80910.1,1,NS,False,11.87,0.254,0.8,1,59,497,computed,2,50
AT5G01210,AT5G01210.1,0,depleted,False,0.21,0.1984,0.4435,1,1,475,computed,1,0
AT5G01490,AT5G01490.1,0,depleted,False,22.69,0.3467,0.8888,5,42,454,computed,2,50
AT5G01650,AT5G01650.3,1,HS,False,0.0,0.1405,0.1956,0,0,122,computed,1,0
AT5G01870,AT5G01870.1,0,depleted,False,0.0,0.1993,0.3762,0,0,116,computed,1,0
AT5G01920,AT5G01920.1,1,HS,False,0.2,0.1826,0.4303,1,1,495,computed,1,0
AT5G02120,AT5G02120.1,1,HS,False,3.64,0.2789,0.3584,3,2,110,computed,1,0
AT5G02280,AT5G02280.1,1,NS,False,0.0,0.1536,0.2058,0,0,141,computed,1,0
AT5G02490,AT5G02490.1,1,NS,False,24.81,0.3578,0.9778,2,157,653,computed,2,50
AT5G02610,AT5G02610.2,1,HS,False,0.0,0.1858,0.3011,0,0,146,computed,1,0
AT5G02690,AT5G02690.1,0,depleted,False,0.0,0.1779,0.2047,0,0,40,computed,1,0
AT5G02710,AT5G02710.2,0,depleted,False,30.68,0.3406,0.7498,3,45,176,computed,3,100
AT5G03160,AT5G03160.1,0,depleted,False,18.26,0.3175,0.9033,5,61,482,computed,2,50
AT5G03210,AT5G03210.2,0,depleted,False,43.82,0.5097,0.8666,3,33,89,computed,3,100
AT5G03300,AT5G03300.1,1,HS,False,0.0,0.1565,0.2591,0,0,345,computed,1,0
AT5G03350,AT5G03350.1,1,NS,False,18.98,0.2778,0.6721,3,23,274,computed,2,50
AT5G03520,AT5G03520.1,1,HS,False,0.0,0.2141,0.3555,0,0,216,computed,1,0
AT5G03860,AT5G03860.1,0,depleted,False,0.0,0.1809,0.3317,0,0,562,computed,1,0
AT5G04230,AT5G04230.2,1,both,False,11.17,0.2279,0.59,12,24,698,computed,2,50
AT5G04238,AT5G04238.1,0,depleted,False,92.19,0.5938,0.6722,3,28,64,computed,3,100
AT5G04520,AT5G04520.1,1,NS,False,6.87,0.2318,0.6203,1,20,291,computed,1,0
AT5G04850,AT5G04850.2,1,HS,False,61.03,0.6201,0.9671,5,76,272,computed,3,100
AT5G04900,AT5G04900.1,1,NS,False,0.0,0.1638,0.2547,0,0,348,computed,1,0
AT5G04950,AT5G04950.1,0,depleted,False,0.0,0.1391,0.1896,0,0,320,computed,1,0
AT5G05000,AT5G05000.3,1,HS,False,2.24,0.2076,0.464,2,4,313,computed,1,0
AT5G05230,AT5G05230.1,1,NS,False,54.27,0.5303,0.9383,8,83,363,computed,3,100
AT5G05290,AT5G05290.1,0,depleted,False,1.96,0.2039,0.4523,1,5,255,computed,1,0
AT5G05300,AT5G05300.1,0,depleted,False,3.92,0.2299,0.3929,2,3,102,computed,1,0
AT5G05330,AT5G05330.1,0,depleted,False,18.64,0.2906,0.5747,7,16,220,computed,2,50
AT5G05370,AT5G05370.1,0,depleted,False,0.0,0.1513,0.2011,0,0,72,computed,1,0
AT5G05410,AT5G05410.1,0,depleted,False,78.51,0.6514,0.9693,13,82,335,computed,3,100
AT5G05470,AT5G05470.1,1,NS,False,18.6,0.3014,0.9531,2,56,344,computed,2,50
AT5G05540,AT5G05540.1,0,depleted,False,11.8,0.2468,0.9412,3,49,466,computed,2,50
AT5G05610,AT5G05610.1,1,HS,False,28.22,0.3928,0.8306,3,52,241,computed,2,50
AT5G05730,AT5G05730.2,1,NS,False,3.21,0.2112,0.5067,5,9,624,computed,1,0
AT5G05770,AT5G05770.1,0,depleted,False,28.69,0.4,0.7926,2,30,122,computed,2,50
AT5G06130,AT5G06130.2,1,HS,False,5.71,0.2343,0.4958,4,11,315,computed,1,0
AT5G06140,AT5G06140.1,1,HS,False,8.46,0.225,0.8996,2,31,402,computed,1,0
AT5G06360,AT5G06360.1,1,HS,False,45.77,0.4141,0.7553,4,101,260,computed,3,100
AT5G06410,AT5G06410.1,0,depleted,False,0.79,0.2225,0.4178,1,2,252,computed,1,0
AT5G06640,AT5G06640.1,0,depleted,False,96.95,0.9405,0.9971,2,663,689,computed,3,100
AT5G06770,AT5G06770.1,1,HS,False,78.33,0.6735,0.9224,4,115,240,computed,3,100
AT5G07010,AT5G07010.1,1,both,False,2.23,0.1761,0.442,1,8,359,computed,1,0
AT5G07030,AT5G07030.1,1,both,False,5.49,0.1784,0.5745,3,13,455,computed,1,0
AT5G07460,AT5G07460.1,1,HS,False,31.65,0.3864,0.9604,1,69,218,computed,3,100
AT5G07571,AT5G07571.1,0,depleted,False,22.48,0.3288,0.6232,2,16,129,computed,2,50
AT5G07830,AT5G07830.1,1,HS,False,1.47,0.1648,0.4537,1,8,543,computed,1,0
AT5G08080,AT5G08080.3,1,NS,False,32.7,0.455,0.8894,6,34,315,computed,3,100
AT5G08130,AT5G08130.8,1,HS,False,83.49,0.7827,0.9934,4,305,533,computed,3,100
AT5G08150,AT5G08150.1,0,depleted,False,100.0,0.9112,0.9856,1,144,144,computed,3,100
AT5G08180,AT5G08180.1,1,NS,False,7.69,0.1928,0.5433,1,12,156,computed,1,0
AT5G08200,AT5G08200.1,1,HS,False,94.62,0.7822,0.9788,5,286,409,computed,3,100
AT5G08390,AT5G08390.1,1,HS,False,45.89,0.5086,0.9829,3,379,839,computed,3,100
AT5G08590,AT5G08590.2,1,HS,False,23.47,0.3571,0.9873,3,60,277,computed,2,50
AT5G09230,AT5G09230.7,0,depleted,False,7.18,0.2652,0.561,5,13,376,computed,1,0
AT5G09250,AT5G09250.2,1,NS,False,45.88,0.5192,0.9194,1,39,85,computed,3,100
AT5G09650,AT5G09650.1,1,HS,False,0.0,0.1559,0.2755,0,0,300,computed,1,0
AT5G09830,AT5G09830.1,1,HS,False,31.18,0.4246,0.8159,1,29,93,computed,3,100
AT5G09900,AT5G09900.3,1,HS,False,23.59,0.3343,0.9229,4,87,462,computed,2,50
AT5G09995,AT5G09995.2,0,depleted,False,21.01,0.371,0.7134,4,28,257,computed,2,50
AT5G10120,AT5G10120.1,0,depleted,False,44.8,0.4838,0.9019,13,75,471,computed,3,100
AT5G10130,AT5G10130.1,0,depleted,False,1.22,0.2047,0.3455,1,2,164,computed,1,0
AT5G10460,AT5G10460.1,0,depleted,False,0.0,0.1504,0.2489,0,0,306,computed,1,0
AT5G10630,AT5G10630.4,1,HS,False,24.5,0.3448,0.9972,3,130,743,computed,2,50
AT5G11340,AT5G11340.1,0,depleted,False,6.1,0.1952,0.4401,2,9,164,computed,1,0
AT5G11450,AT5G11450.2,1,HS,False,3.81,0.1917,0.5086,1,12,315,computed,1,0
AT5G11490,AT5G11490.2,1,HS,False,14.59,0.2534,0.8937,4,67,850,computed,2,50
AT5G11600,AT5G11600.1,0,depleted,False,81.4,0.7543,0.9819,2,103,242,computed,3,100
AT5G11840,AT5G11840.2,1,NS,False,42.13,0.4713,0.8999,3,81,197,computed,3,100
AT5G11950,AT5G11950.1,1,NS,False,21.76,0.3169,0.9163,1,47,216,computed,2,50
AT5G12150,AT5G12150.1,1,HS,False,49.94,0.5247,0.9716,5,229,827,computed,3,100
AT5G12200,AT5G12200.1,1,HS,False,3.01,0.19,0.5093,2,9,531,computed,1,0
AT5G12250,AT5G12250.1,1,HS,False,10.47,0.2387,0.9341,1,47,449,computed,2,50
AT5G12850,AT5G12850.1,1,HS,False,58.07,0.5775,0.9857,7,347,706,computed,3,100
AT5G13050,AT5G13050.1,1,NS,False,0.0,0.1952,0.3108,0,0,277,computed,1,0
AT5G13370,AT5G13370.1,1,HS,False,0.0,0.1507,0.311,0,0,595,computed,1,0
AT5G13550,AT5G13550.1,1,HS,False,10.22,0.2477,0.8627,3,61,685,computed,2,50
AT5G13900,AT5G13900.1,0,depleted,False,0.0,0.2225,0.3324,0,0,151,computed,1,0
AT5G14105,AT5G14105.1,0,depleted,False,47.37,0.4834,0.8069,1,36,76,computed,3,100
AT5G14200,AT5G14200.3,1,both,False,0.0,0.1505,0.2602,0,0,388,computed,1,0
AT5G14250,AT5G14250.2,1,NS,False,0.0,0.165,0.2931,0,0,356,computed,1,0
AT5G14330,AT5G14330.1,0,depleted,False,77.34,0.6393,0.8337,5,44,128,computed,3,100
AT5G14600,AT5G14600.1,1,HS,False,23.58,0.3373,0.8854,2,72,318,computed,2,50
AT5G14750,AT5G14750.1,0,depleted,False,10.84,0.2858,0.6266,2,16,203,computed,2,50
AT5G14790,AT5G14790.1,1,HS,False,20.23,0.3194,0.8525,3,64,346,computed,2,50
AT5G14910,AT5G14910.1,1,HS,False,0.56,0.2095,0.4084,1,1,178,computed,1,0
AT5G14930,AT5G14930.2,1,HS,False,0.56,0.1646,0.3499,2,2,537,computed,1,0
AT5G15200,AT5G15200.1,1,HS,False,24.75,0.339,0.9613,2,42,198,computed,2,50
AT5G15390,AT5G15390.2,1,NS,False,1.15,0.1926,0.4165,1,3,260,computed,1,0
AT5G15530,AT5G15530.1,1,HS,False,44.31,0.5178,0.9726,6,82,255,computed,3,100
AT5G15750,AT5G15750.1,0,depleted,False,0.0,0.1518,0.2545,0,0,182,computed,1,0
AT5G15802,AT5G15802.1,1,NS,False,0.0,0.1564,0.2249,0,0,99,computed,1,0
AT5G15960,AT5G15960.1,1,HS,False,89.39,0.6122,0.6749,2,52,66,computed,3,100
AT5G16050,AT5G16050.2,1,NS,False,22.01,0.2996,0.9052,3,48,268,computed,2,50
AT5G16120,AT5G16120.4,1,HS,False,0.0,0.198,0.3798,0,0,383,computed,1,0
AT5G16290,AT5G16290.1,1,HS,False,1.26,0.1924,0.4897,2,5,477,computed,1,0
AT5G16360,AT5G16360.1,0,depleted,False,1.77,0.1772,0.3753,1,5,283,computed,1,0
AT5G16440,AT5G16440.1,1,NS,False,3.44,0.2111,0.4826,3,4,291,computed,1,0
AT5G16730,AT5G16730.1,1,HS,False,80.42,0.7587,0.9993,10,225,853,computed,3,100
AT5G16810,AT5G16810.1,1,HS,False,0.0,0.1888,0.366,0,0,418,computed,1,0
AT5G17290,AT5G17290.1,0,depleted,False,9.2,0.2455,0.5651,2,17,337,computed,1,0
AT5G17350,AT5G17350.1,0,depleted,False,4.37,0.3012,0.4669,2,7,183,computed,1,0
AT5G17820,AT5G17820.2,0,depleted,False,3.83,0.2324,0.4601,3,8,366,computed,1,0
AT5G17870,AT5G17870.2,1,HS,False,65.89,0.6059,0.7977,6,72,129,computed,3,100
AT5G17920,AT5G17920.1,1,HS,False,0.13,0.1647,0.4092,1,1,765,computed,1,0
AT5G17990,AT5G17990.1,1,HS,False,0.0,0.1534,0.2277,0,0,444,computed,1,0
AT5G18100,AT5G18100.1,1,HS,False,14.02,0.3432,0.6399,2,20,164,computed,2,50
AT5G18250,AT5G18250.1,0,depleted,False,29.32,0.4013,0.888,3,35,133,computed,2,50
AT5G18600,AT5G18600.1,0,depleted,False,0.0,0.1266,0.1518,0,0,102,computed,1,0
AT5G18610,AT5G18610.2,1,HS,False,44.64,0.5348,0.9989,5,153,513,computed,3,100
AT5G19050,AT5G19050.1,1,HS,False,23.55,0.3278,0.9336,2,78,361,computed,2,50
AT5G19140,AT5G19140.1,1,HS,False,0.0,0.1896,0.3998,0,0,234,computed,1,0
AT5G19420,AT5G19420.2,1,NS,False,40.39,0.4738,0.9781,15,178,1139,computed,3,100
AT5G19480,AT5G19480.3,1,both,False,61.84,0.6742,0.9997,5,110,207,computed,3,100
AT5G19510,AT5G19510.1,1,HS,False,32.59,0.4239,0.9246,1,73,224,computed,3,100
AT5G19690,AT5G19690.1,1,HS,False,19.9,0.3341,0.9749,7,112,779,computed,2,50
AT5G19940,AT5G19940.1,1,HS,False,0.0,0.1609,0.2838,0,0,239,computed,1,0
AT5G19950,AT5G19950.1,1,HS,False,61.63,0.6639,0.9976,3,262,443,computed,3,100
AT5G19990,AT5G19990.1,1,HS,False,12.65,0.2444,0.7607,3,50,419,computed,2,50
AT5G20040,AT5G20040.3,0,depleted,False,0.0,0.1854,0.364,0,0,469,computed,1,0
AT5G20070,AT5G20070.1,1,HS,False,0.68,0.2011,0.4283,2,2,438,computed,1,0
AT5G20500,AT5G20500.1,1,HS,False,0.0,0.1889,0.2942,0,0,135,computed,1,0
AT5G20570,AT5G20570.2,1,HS,False,20.42,0.2923,0.6939,2,28,142,computed,2,50
AT5G20790,AT5G20790.1,0,depleted,False,21.24,0.2958,0.6552,5,17,193,computed,2,50
AT5G20935,AT5G20935.1,0,depleted,False,0.0,0.1512,0.2378,0,0,121,computed,1,0
AT5G21274,AT5G21274.1,1,HS,False,9.4,0.3586,0.4857,5,5,149,computed,1,0
AT5G21430,AT5G21430.1,1,HS,False,45.87,0.4463,0.7195,4,65,218,computed,3,100
AT5G21920,AT5G21920.1,0,depleted,False,22.71,0.3056,0.866,3,38,251,computed,2,50
AT5G22040,AT5G22040.2,1,HS,False,100.0,0.973,0.9986,1,284,284,computed,3,100
AT5G22250,AT5G22250.1,0,depleted,False,0.36,0.172,0.4051,1,1,278,computed,1,0
AT5G22330,AT5G22330.1,1,HS,False,4.8,0.2011,0.5276,3,11,458,computed,1,0
AT5G22510,AT5G22510.1,1,HS,False,2.43,0.2085,0.5911,1,15,617,computed,1,0
AT5G22790,AT5G22790.1,1,HS,False,20.79,0.3298,0.998,3,87,433,computed,2,50
AT5G22830,AT5G22830.1,1,HS,False,20.26,0.3241,0.9431,5,68,459,computed,2,50
AT5G22880,AT5G22880.1,1,both,False,40.0,0.4826,0.9697,2,54,145,computed,3,100
AT5G23010,AT5G23010.3,1,both,False,1.99,0.1945,0.4711,1,10,502,computed,1,0
AT5G23050,AT5G23050.1,1,both,False,0.0,0.1562,0.2881,0,0,721,computed,1,0
AT5G23200,AT5G23200.1,1,NS,False,39.6,0.3926,0.8125,9,90,399,computed,3,100
AT5G23330,AT5G23330.1,1,HS,False,5.37,0.2471,0.665,2,18,354,computed,1,0
AT5G23400,AT5G23400.1,1,NS,False,0.0,0.141,0.3176,0,0,589,computed,1,0
AT5G23580,AT5G23580.1,1,NS,False,6.94,0.2057,0.6975,1,34,490,computed,1,0
AT5G23840,AT5G23840.1,0,depleted,False,10.18,0.2568,0.5804,2,10,167,computed,2,50
AT5G23860,AT5G23860.1,1,HS,False,10.47,0.2334,0.9045,1,47,449,computed,2,50
AT5G24020,AT5G24020.1,1,HS,False,3.68,0.1968,0.488,2,9,326,computed,1,0
AT5G24210,AT5G24210.2,1,NS,False,12.29,0.2311,0.8863,4,26,350,computed,2,50
AT5G24314,AT5G24314.2,1,HS,False,0.0,0.1629,0.244,0,0,169,computed,1,0
AT5G24400,AT5G24400.1,1,HS,False,0.0,0.1695,0.4162,0,0,325,computed,1,0
AT5G24850,AT5G24850.1,1,NS,False,8.79,0.2418,0.957,3,42,569,computed,1,0
AT5G25890,AT5G25890.1,0,depleted,False,45.14,0.45,0.8759,2,76,175,computed,3,100
AT5G25940,AT5G25940.1,1,HS,False,29.57,0.3867,0.6915,2,21,115,computed,2,50
AT5G26360,AT5G26360.1,1,HS,False,8.47,0.2282,0.8893,2,32,555,computed,1,0
AT5G26742,AT5G26742.2,1,HS,False,20.19,0.3406,0.9989,5,139,748,computed,2,50
AT5G26751,AT5G26751.1,1,HS,False,14.07,0.2519,0.9155,1,57,405,computed,2,50
AT5G27030,AT5G27030.2,1,HS,False,22.22,0.3141,0.9809,9,125,1134,computed,2,50
AT5G27120,AT5G27120.1,1,NS,False,26.64,0.3509,0.9998,1,142,533,computed,2,50
AT5G27400,AT5G27400.1,0,depleted,False,5.42,0.201,0.6041,2,15,369,computed,1,0
AT5G27450,AT5G27450.2,1,HS,False,0.0,0.1505,0.2361,0,0,378,computed,1,0
AT5G27560,AT5G27560.3,1,HS,False,17.01,0.2863,0.8475,1,58,341,computed,2,50
AT5G27700,AT5G27700.1,1,HS,False,10.98,0.2722,0.4231,2,8,82,computed,2,50
AT5G27770,AT5G27770.1,1,HS,False,5.65,0.2105,0.3833,2,5,124,computed,1,0
AT5G28050,AT5G28050.3,1,HS,False,0.0,0.1545,0.2137,0,0,290,computed,1,0
AT5G28500,AT5G28500.1,1,HS,False,16.13,0.2659,0.7007,4,27,434,computed,2,50
AT5G28840,AT5G28840.1,1,HS,False,1.86,0.21,0.4065,1,7,377,computed,1,0
AT5G30490,AT5G30490.2,1,HS,False,58.47,0.4817,0.8577,3,100,236,computed,3,100
AT5G35700,AT5G35700.1,1,HS,False,10.77,0.2545,0.9755,4,68,687,computed,2,50
AT5G35980,AT5G35980.2,1,HS,False,42.82,0.4888,0.9909,5,326,787,computed,3,100
AT5G36130,AT5G36130.1,0,depleted,False,9.29,0.2868,0.5579,1,13,140,computed,1,0
AT5G36170,AT5G36170.1,1,HS,False,0.22,0.2102,0.4126,1,1,456,computed,1,0
AT5G36210,AT5G36210.1,1,HS,False,0.27,0.1877,0.4232,1,2,730,computed,1,0
AT5G37475,AT5G37475.2,1,HS,False,70.22,0.6819,0.9854,6,105,225,computed,3,100
AT5G37770,AT5G37770.1,0,depleted,False,3.11,0.1993,0.3428,1,5,161,computed,1,0
AT5G38000,AT5G38000.1,0,depleted,False,1.98,0.175,0.4295,1,7,353,computed,1,0
AT5G38060,AT5G38060.1,1,NS,False,8.21,0.2793,0.4905,2,9,134,computed,1,0
AT5G38110,AT5G38110.1,0,depleted,False,38.53,0.4194,0.8994,4,70,218,computed,3,100
AT5G38520,AT5G38520.2,1,HS,False,0.0,0.1666,0.2702,0,0,374,computed,1,0
AT5G38720,AT5G38720.2,1,NS,False,90.77,0.8333,0.9817,7,261,325,computed,3,100
AT5G39210,AT5G39210.1,0,depleted,False,0.0,0.1591,0.2737,0,0,156,computed,1,0
AT5G39320,AT5G39320.1,1,HS,False,0.0,0.145,0.238,0,0,480,computed,1,0
AT5G39410,AT5G39410.1,1,HS,False,10.57,0.2741,0.5962,5,23,454,computed,2,50
AT5G39730,AT5G39730.1,1,NS,False,30.81,0.3631,0.8924,4,30,172,computed,3,100
AT5G39785,AT5G39785.4,0,depleted,False,22.5,0.3431,0.9625,7,92,631,computed,2,50
AT5G39850,AT5G39850.1,1,HS,False,25.38,0.352,0.9736,2,42,197,computed,2,50
AT5G40180,AT5G40180.1,0,depleted,False,0.0,0.1685,0.2277,0,0,64,computed,1,0
AT5G40330,AT5G40330.1,0,depleted,False,4.57,0.2245,0.466,1,10,219,computed,1,0
AT5G41210,AT5G41210.1,1,HS,False,0.41,0.1711,0.4259,1,1,245,computed,1,0
AT5G41330,AT5G41330.1,1,NS,False,0.0,0.1671,0.36,0,0,458,computed,1,0
AT5G42050,AT5G42050.1,1,HS,False,33.52,0.411,0.9607,10,63,349,computed,3,100
AT5G42070,AT5G42070.1,1,HS,False,60.37,0.5767,0.904,6,48,164,computed,3,100
AT5G42100,AT5G42100.1,1,HS,False,28.0,0.3535,0.9298,3,107,425,computed,2,50
AT5G42765,AT5G42765.1,1,HS,False,6.11,0.1887,0.5756,3,11,229,computed,1,0
AT5G42900,AT5G42900.2,0,depleted,False,86.59,0.7292,0.9232,6,137,246,computed,3,100
AT5G42950,AT5G42950.1,1,HS,False,82.09,0.781,0.9991,22,539,1714,computed,3,100
AT5G42990,AT5G42990.1,1,both,False,18.63,0.3067,0.6153,3,24,161,computed,2,50
AT5G43050,AT5G43050.1,0,depleted,False,0.0,0.2425,0.3565,0,0,158,computed,1,0
AT5G43140,AT5G43140.1,0,depleted,False,2.36,0.157,0.3131,1,6,254,computed,1,0
AT5G43270,AT5G43270.1,0,depleted,False,39.62,0.4353,0.7767,13,108,419,computed,3,100
AT5G43280,AT5G43280.2,1,HS,False,5.45,0.2154,0.5377,1,12,220,computed,1,0
AT5G43350,AT5G43350.1,0,depleted,False,5.92,0.2208,0.7319,3,22,524,computed,1,0
AT5G43370,AT5G43370.1,0,depleted,False,5.92,0.2226,0.7392,3,22,524,computed,1,0
AT5G43580,AT5G43580.1,0,depleted,False,12.12,0.3442,0.4892,4,4,99,computed,2,50
AT5G43600,AT5G43600.1,1,HS,False,3.99,0.1877,0.5985,1,19,476,computed,1,0
AT5G43620,AT5G43620.1,0,depleted,False,55.61,0.5461,0.9432,7,109,410,computed,3,100
AT5G43830,AT5G43830.1,1,HS,False,20.72,0.2915,0.7811,1,52,251,computed,2,50
AT5G43850,AT5G43850.1,1,HS,False,0.0,0.194,0.3263,0,0,187,computed,1,0
AT5G43970,AT5G43970.1,1,HS,False,61.62,0.5216,0.6348,5,34,99,computed,3,100
AT5G44070,AT5G44070.1,1,HS,False,0.0,0.1538,0.305,0,0,485,computed,1,0
AT5G44200,AT5G44200.2,1,HS,False,58.75,0.6273,0.9998,3,146,257,computed,3,100
AT5G44450,AT5G44450.2,1,HS,False,23.84,0.3016,0.7997,2,48,281,computed,2,50
AT5G45070,AT5G45070.1,0,depleted,False,3.95,0.1819,0.5325,1,14,354,computed,1,0
AT5G45340,AT5G45340.1,0,depleted,False,2.59,0.1997,0.5214,3,8,463,computed,1,0
AT5G45775,AT5G45775.2,1,HS,False,3.85,0.1798,0.4192,2,4,182,computed,1,0
AT5G46020,AT5G46020.1,1,HS,False,100.0,0.9892,0.9977,1,164,164,computed,3,100
